sequence_name	coding_score	classification
XR_868960.1	0.24132	noncoding
XR_879843.1	0.02822	noncoding
XR_001780547.1	0.02893	noncoding
XR_387242.4	0.04773	noncoding
XM_006516386.4	0.99436	coding
XR_382406.3	0.06402	noncoding
XR_867055.3	0.03416	noncoding
XR_378003.2	0.53857	coding
NR_165167.1	0.10599	noncoding
NR_029438.1	0.24195	noncoding
XR_872226.1	0.01872	noncoding
NM_001305448.1	0.27742	noncoding
XR_001779713.1	0.00927	noncoding
XR_001782264.1	0.18829	noncoding
XM_011244846.3	0.28145	noncoding
XR_875156.2	0.08655	noncoding
XR_003952603.1	0.01200	noncoding
XR_375038.4	0.01002	noncoding
XR_868608.3	0.30382	noncoding
NR_045965.1	0.02050	noncoding
XR_866427.1	0.35727	noncoding
XR_376935.2	0.01923	noncoding
NM_001361906.1	0.43415	noncoding
NR_163865.1	0.23708	noncoding
XR_871575.2	0.05607	noncoding
XR_003952222.1	0.04864	noncoding
XR_385139.4	0.11340	noncoding
XR_003954452.1	0.04048	noncoding
XR_376685.4	0.11593	noncoding
XM_017321374.2	0.99665	coding
XR_001778590.2	0.01894	noncoding
NR_168003.1	0.00722	noncoding
XR_375722.2	0.01130	noncoding
XR_001781737.1	0.04203	noncoding
NR_045270.2	0.06158	noncoding
XR_376462.3	0.03290	noncoding
XM_006508114.4	0.97834	coding
XR_871324.2	0.05598	noncoding
NM_027157.3	0.97313	coding
NM_010933.5	0.95064	coding
NM_001277861.1	0.94598	coding
XR_377966.2	0.73873	coding
XR_880269.2	0.07389	noncoding
XR_389850.3	0.29612	noncoding
NM_020595.3	0.99882	coding
XR_880101.3	0.15833	noncoding
XR_001782016.2	0.05744	noncoding
XM_030253107.1	0.98615	coding
XR_391430.3	0.04327	noncoding
XM_006516938.3	0.85048	coding
XR_001781012.2	0.03200	noncoding
XR_382090.4	0.07593	noncoding
XM_030250044.1	0.59156	coding
XR_003953987.1	0.01273	noncoding
XR_881383.2	0.00906	noncoding
XR_379301.3	0.01765	noncoding
XR_377307.1	0.03675	noncoding
XR_387479.2	0.02340	noncoding
XR_866100.1	0.44859	noncoding
XR_001782890.1	0.10174	noncoding
NR_152121.1	0.19806	noncoding
XM_030246921.1	0.96214	coding
XR_001783639.2	0.09444	noncoding
NR_167656.1	0.07762	noncoding
NR_015608.1	0.35259	noncoding
NR_044985.1	0.13803	noncoding
NR_045140.1	0.00968	noncoding
XR_374873.2	0.02964	noncoding
XR_389447.2	0.40803	noncoding
XR_872629.1	0.01210	noncoding
XR_875600.1	0.06297	noncoding
XR_001778306.1	0.03108	noncoding
NR_153793.1	0.25579	noncoding
XR_373573.3	0.29446	noncoding
XM_030245254.1	0.97390	coding
XR_001780549.2	0.48756	noncoding
XR_376875.3	0.21640	noncoding
XR_003953626.1	0.22301	noncoding
NR_108098.1	0.08184	noncoding
NR_137201.1	0.08105	noncoding
XR_003948867.1	0.02603	noncoding
XR_003949720.1	0.03447	noncoding
XR_381855.3	0.11270	noncoding
XR_875561.3	0.01949	noncoding
XM_006523353.4	0.99642	coding
XM_006525886.4	0.99775	coding
XR_881459.2	0.02484	noncoding
XR_003955413.1	0.02654	noncoding
XR_881353.3	0.06932	noncoding
XR_389259.2	0.07690	noncoding
XR_001785395.2	0.04064	noncoding
XR_003953116.1	0.29410	noncoding
NM_030252.2	0.97367	coding
XR_865951.1	0.30111	noncoding
XR_879909.1	0.05957	noncoding
XR_382872.2	0.03898	noncoding
XR_001781203.1	0.05722	noncoding
XM_006524599.4	0.87744	coding
XR_001782726.2	0.25162	noncoding
XR_870957.2	0.02119	noncoding
NR_166680.1	0.06519	noncoding
NM_001145433.1	0.97956	coding
XR_875598.1	0.09683	noncoding
XR_867731.2	0.04504	noncoding
XR_381988.3	0.16702	noncoding
XR_003951149.1	0.00510	noncoding
XM_006498927.2	0.95585	coding
XR_870129.3	0.42297	noncoding
NM_013896.3	0.94806	coding
NR_033776.1	0.01500	noncoding
XR_375350.2	0.00795	noncoding
XR_378722.2	0.05377	noncoding
XR_872241.1	0.02303	noncoding
NR_136930.1	0.05181	noncoding
XR_381275.3	0.01805	noncoding
NR_153800.1	0.02391	noncoding
XR_872941.3	0.08735	noncoding
XR_003954661.1	0.02300	noncoding
NR_027896.1	0.05572	noncoding
NR_040615.1	0.05891	noncoding
NR_104093.1	0.77414	coding
NR_126433.1	0.01107	noncoding
NR_130157.1	0.09846	noncoding
XR_881260.1	0.19654	noncoding
XM_011242563.2	0.86014	coding
NM_013775.2	0.78014	coding
XR_877158.3	0.08547	noncoding
XR_388200.4	0.01342	noncoding
NM_009969.4	0.97987	coding
NR_033431.1	0.44931	noncoding
NR_046184.1	0.14191	noncoding
XM_006521447.1	0.85480	coding
XR_001784435.1	0.14715	noncoding
XR_003948763.1	0.06028	noncoding
XR_388959.3	0.50829	coding
XR_877578.3	0.81716	coding
XR_880523.2	0.06204	noncoding
XR_003947569.1	0.03058	noncoding
XR_003947572.1	0.18432	noncoding
XR_878224.2	0.00911	noncoding
NR_045080.1	0.14331	noncoding
XR_873661.1	0.04227	noncoding
XR_001785068.1	0.43996	noncoding
XR_001785253.1	0.09410	noncoding
XR_380289.4	0.00754	noncoding
XR_382089.2	0.05537	noncoding
XR_875152.2	0.13947	noncoding
XR_387642.3	0.05385	noncoding
NM_025720.3	0.25646	noncoding
NM_001172074.1	0.96558	coding
NM_020574.5	0.70025	coding
NR_040539.1	0.22113	noncoding
NM_001285960.1	0.91987	coding
XR_379736.2	0.04398	noncoding
XR_386412.2	0.02648	noncoding
XR_001778838.1	0.06586	noncoding
XM_006510546.3	0.97472	coding
NM_001356384.1	0.99615	coding
NM_001302334.2	0.98894	coding
NM_001371028.1	0.96356	coding
XR_003948116.1	0.41753	noncoding
XR_373457.4	0.17208	noncoding
XR_879894.3	0.02038	noncoding
XR_003952857.1	0.01443	noncoding
XR_389630.3	0.02822	noncoding
XR_870167.3	0.02659	noncoding
NR_166108.1	0.77932	coding
NR_046279.1	0.02509	noncoding
XR_875873.1	0.00361	noncoding
XR_001779161.1	0.13188	noncoding
NM_001356609.1	0.99847	coding
NR_155445.1	0.01660	noncoding
XR_388867.4	0.08979	noncoding
XR_003951164.1	0.06088	noncoding
XR_003953760.1	0.03334	noncoding
XR_389645.3	0.07199	noncoding
XR_001784845.2	0.12098	noncoding
XR_882284.2	0.03039	noncoding
NR_040614.1	0.01495	noncoding
XR_867064.2	0.04628	noncoding
XR_001785255.1	0.05067	noncoding
NR_155498.1	0.32537	noncoding
XM_030242891.1	0.97283	coding
XR_880125.2	0.02901	noncoding
XR_001780734.2	0.08618	noncoding
XR_382671.4	0.04528	noncoding
XM_006523503.4	0.98987	coding
XR_866730.3	0.08549	noncoding
XR_003954469.1	0.55963	coding
NR_164335.1	0.60951	coding
NM_001379240.1	0.93439	coding
NR_036593.1	0.76935	coding
NR_126090.1	0.06991	noncoding
XR_879925.1	0.63800	coding
XM_006521685.4	0.99532	coding
XR_881091.2	0.17643	noncoding
NR_126489.1	0.34458	noncoding
XM_017312621.1	0.29162	noncoding
XR_879380.2	0.01764	noncoding
XR_871764.2	0.05172	noncoding
XR_003951896.1	0.00852	noncoding
XR_868028.2	0.06155	noncoding
XR_391429.3	0.04138	noncoding
NM_001037907.2	0.99661	coding
NR_167695.1	0.05517	noncoding
NM_013773.2	0.89186	coding
NR_033508.1	0.45685	noncoding
NR_110958.1	0.59847	coding
XR_001784793.1	0.02046	noncoding
NM_001356469.1	0.91784	coding
NM_001356610.1	0.99855	coding
XR_001781024.2	0.01045	noncoding
XR_384854.2	0.04223	noncoding
XR_003946621.1	0.26743	noncoding
NR_110511.1	0.06020	noncoding
XR_870920.1	0.05309	noncoding
NR_110990.2	0.94871	coding
XR_001778117.1	0.05648	noncoding
NR_155494.1	0.01871	noncoding
XM_006516362.3	0.96037	coding
XR_003952890.1	0.66541	coding
XR_003955109.1	0.02055	noncoding
NR_155304.1	0.17548	noncoding
XR_003948833.1	0.03117	noncoding
XR_003949680.1	0.02106	noncoding
XR_875983.2	0.02044	noncoding
XM_006531778.4	0.19007	noncoding
XR_003954570.1	0.01436	noncoding
XR_881489.2	0.01754	noncoding
XR_389763.3	0.01683	noncoding
XR_003956338.1	0.11438	noncoding
NR_045858.1	0.07372	noncoding
XR_871578.1	0.01567	noncoding
NM_026915.3	0.99844	coding
NM_001361535.1	0.99799	coding
XR_001781755.2	0.05051	noncoding
XR_868216.3	0.46467	noncoding
XR_868250.2	0.07214	noncoding
XR_003946623.1	0.28359	noncoding
NR_045264.1	0.14548	noncoding
XR_872507.1	0.03344	noncoding
XR_001780267.2	0.02352	noncoding
XR_003946753.1	0.04377	noncoding
NM_001243258.1	0.03041	noncoding
NR_045158.1	0.99515	coding
XR_867494.1	0.13220	noncoding
XR_389327.2	0.45874	noncoding
XR_378475.2	0.00494	noncoding
XR_870997.1	0.09560	noncoding
XR_389559.2	0.45874	noncoding
XR_382280.3	0.00563	noncoding
NM_001037741.4	0.95588	coding
XR_878611.2	0.02890	noncoding
XR_003948739.1	0.02845	noncoding
XR_382466.2	0.06448	noncoding
XR_876682.3	0.10779	noncoding
XR_003952241.1	0.50808	coding
XR_877274.2	0.04306	noncoding
XR_003955415.1	0.04812	noncoding
NR_045317.1	0.05949	noncoding
NM_001270503.1	0.95180	coding
XR_869887.1	0.08024	noncoding
XR_880164.1	0.04196	noncoding
XR_001785380.1	0.01292	noncoding
XR_871988.2	0.06039	noncoding
XR_872182.3	0.38590	noncoding
XR_876641.3	0.25446	noncoding
XR_386629.3	0.02542	noncoding
XR_386957.3	0.03040	noncoding
NR_166416.1	0.03928	noncoding
NR_027658.1	0.03118	noncoding
XR_875321.1	0.08971	noncoding
NM_001313719.1	0.65581	coding
XR_873547.2	0.05497	noncoding
XR_003951625.1	0.03454	noncoding
XR_880875.3	0.01419	noncoding
NM_019979.2	0.89091	coding
NM_011712.2	0.98934	coding
NR_033563.1	0.51190	coding
NM_203320.3	0.89063	coding
XR_865899.1	0.10892	noncoding
XR_880433.1	0.10937	noncoding
XR_869162.1	0.43985	noncoding
NR_157108.1	0.98809	coding
XR_872477.2	0.00641	noncoding
XR_874119.2	0.15015	noncoding
XR_874112.2	0.15015	noncoding
XR_383604.3	0.01287	noncoding
XR_003955248.1	0.05287	noncoding
XR_869310.2	0.01586	noncoding
XR_374936.2	0.04037	noncoding
XR_868514.1	0.03286	noncoding
XR_378631.2	0.02105	noncoding
XR_383094.2	0.12114	noncoding
NM_001358303.1	0.87093	coding
NR_152784.1	0.03947	noncoding
XR_003950197.1	0.03041	noncoding
XR_385025.2	0.04007	noncoding
XR_003953896.1	0.04037	noncoding
XR_377243.3	0.02691	noncoding
XR_003956405.1	0.03022	noncoding
NR_166454.1	0.03946	noncoding
NM_001379296.1	0.97911	coding
NM_020264.4	0.51316	coding
NR_045333.1	0.03032	noncoding
NR_045352.1	0.01353	noncoding
NR_045365.1	0.11003	noncoding
NR_045859.1	0.27579	noncoding
NR_045895.1	0.01615	noncoding
XR_377720.2	0.00972	noncoding
XR_882159.1	0.04976	noncoding
XR_876840.1	0.01692	noncoding
XR_001779341.1	0.01413	noncoding
NM_001364918.1	0.84727	coding
XR_003949713.1	0.31169	noncoding
XR_872260.2	0.07263	noncoding
XR_003955110.1	0.01176	noncoding
NR_166711.1	0.02405	noncoding
NM_153390.1	0.05597	noncoding
NR_045307.1	0.39407	noncoding
NR_045358.1	0.04824	noncoding
NM_001256311.1	0.70392	coding
XR_385622.1	0.00566	noncoding
XR_001782194.1	0.01243	noncoding
NM_001355214.1	0.99778	coding
XR_879965.3	0.13334	noncoding
XR_001780595.2	0.01464	noncoding
XR_003952583.1	0.02392	noncoding
XR_877860.2	0.22954	noncoding
XM_011241113.3	0.71259	coding
XR_105177.5	0.91366	coding
XR_873809.1	0.62042	coding
XR_874384.1	0.01176	noncoding
XR_001779696.1	0.14987	noncoding
XR_388676.3	0.41640	noncoding
XR_003948749.1	0.41443	noncoding
XR_879811.3	0.04951	noncoding
XR_385636.3	0.09382	noncoding
XR_391626.2	0.01577	noncoding
XR_003953106.1	0.01685	noncoding
NM_001204905.1	0.83976	coding
NR_040257.1	0.31280	noncoding
NM_001285413.1	0.78226	coding
XR_382181.1	0.11072	noncoding
NM_001357222.1	0.91294	coding
NM_001360933.1	0.97680	coding
XR_872735.2	0.11841	noncoding
XM_011246185.3	0.97235	coding
XM_030248487.1	0.93860	coding
XR_871158.2	0.08550	noncoding
NR_110338.1	0.99327	coding
XR_872123.1	0.16701	noncoding
XR_875633.1	0.13126	noncoding
XR_003948048.1	0.03637	noncoding
XR_870742.2	0.60024	coding
NR_166197.1	0.45289	noncoding
NM_197998.2	0.90972	coding
NM_008287.3	0.99874	coding
NM_010839.6	0.48384	noncoding
XR_881588.1	0.14099	noncoding
XR_389452.2	0.01064	noncoding
XR_385585.2	0.02062	noncoding
XR_001779009.1	0.01249	noncoding
XR_388777.4	0.16621	noncoding
XR_003950561.1	0.13247	noncoding
XR_868626.2	0.01879	noncoding
XR_882199.3	0.01531	noncoding
XR_879203.2	0.04161	noncoding
XR_870636.2	0.01449	noncoding
XR_001782866.2	0.15655	noncoding
NR_126430.1	0.05430	noncoding
XR_867329.1	0.04334	noncoding
NM_001362909.1	0.98936	coding
XM_030243058.1	0.79987	coding
NR_165828.1	0.05130	noncoding
NM_001310096.1	0.98893	coding
NR_132735.1	0.04952	noncoding
XR_001782514.1	0.00673	noncoding
XR_001783947.1	0.08536	noncoding
XR_387007.3	0.07584	noncoding
XR_380853.3	0.09751	noncoding
XR_879908.2	0.00830	noncoding
XR_382776.3	0.01328	noncoding
XR_876679.2	0.15906	noncoding
XR_881550.2	0.02343	noncoding
XR_881312.2	0.05802	noncoding
XR_881498.3	0.13700	noncoding
XR_880498.2	0.03578	noncoding
XR_003948278.1	0.00672	noncoding
NR_045606.1	0.62690	coding
XR_873663.1	0.02730	noncoding
XR_383397.2	0.07192	noncoding
XR_875632.1	0.14667	noncoding
XR_386791.2	0.02015	noncoding
XR_867968.2	0.02609	noncoding
XR_387660.3	0.02441	noncoding
NM_001358973.1	0.96113	coding
NR_132633.2	0.06204	noncoding
NR_155449.1	0.03156	noncoding
XR_387381.4	0.07969	noncoding
XR_003950288.1	0.79612	coding
XR_001781997.2	0.02102	noncoding
XR_003953844.1	0.56522	coding
XM_006538165.4	0.98128	coding
XR_390896.3	0.20505	noncoding
XM_006508236.4	0.91032	coding
XM_030243051.1	0.99792	coding
XR_003946869.1	0.01720	noncoding
NR_015581.1	0.69288	coding
NM_029982.1	0.32502	noncoding
NR_046364.1	0.84438	coding
NR_102349.1	0.07630	noncoding
XR_373521.2	0.01384	noncoding
XR_867058.1	0.01066	noncoding
XR_876713.1	0.07971	noncoding
XR_385586.2	0.01474	noncoding
XR_387209.3	0.01318	noncoding
XR_001783311.1	0.01714	noncoding
XR_870395.2	0.01088	noncoding
NM_001364771.2	0.55575	coding
XR_877284.3	0.01502	noncoding
XR_003952671.1	0.08240	noncoding
XM_006527325.4	0.69696	coding
XR_378552.2	0.11614	noncoding
XM_030243723.1	0.98710	coding
NR_015482.1	0.04087	noncoding
NR_036457.1	0.08822	noncoding
NR_045070.1	0.11198	noncoding
NR_045847.1	0.07650	noncoding
XR_380047.1	0.04791	noncoding
XR_869225.1	0.01480	noncoding
XR_383579.2	0.06822	noncoding
XM_011242247.2	0.11568	noncoding
XR_373431.3	0.01131	noncoding
XR_003951526.1	0.60768	coding
XR_003956291.1	0.20447	noncoding
XR_380025.4	0.01162	noncoding
NR_015493.2	0.13226	noncoding
XR_389325.2	0.09001	noncoding
NM_001291009.2	0.96887	coding
XR_377757.3	0.07477	noncoding
XR_374283.3	0.01838	noncoding
XR_001785429.2	0.01580	noncoding
XR_878137.1	0.00915	noncoding
XR_866636.2	0.73846	coding
XR_003950531.1	0.01406	noncoding
XR_386110.2	0.13275	noncoding
XR_003954678.1	0.11069	noncoding
XR_003955291.1	0.04277	noncoding
NR_166152.1	0.01997	noncoding
NR_028317.1	0.46591	noncoding
NR_040435.1	0.32926	noncoding
XR_001785066.1	0.37933	noncoding
XR_001785403.1	0.00832	noncoding
NR_151695.1	0.24802	noncoding
XR_001779647.2	0.04040	noncoding
XR_374186.3	0.10967	noncoding
XR_003953820.1	0.05671	noncoding
XR_003955231.1	0.03107	noncoding
XR_003955288.1	0.06053	noncoding
NR_167778.1	0.02289	noncoding
NM_145077.1	0.82862	coding
NM_001039566.2	0.45343	noncoding
NM_001271416.1	0.95488	coding
XR_873333.1	0.05414	noncoding
XR_001780522.1	0.01868	noncoding
NR_151500.1	0.02036	noncoding
XR_003951582.1	0.22786	noncoding
XR_003954034.1	0.03489	noncoding
XR_375933.3	0.11145	noncoding
XR_881802.3	0.01434	noncoding
XR_003947468.1	0.12359	noncoding
XM_011240047.1	0.95231	coding
XR_001780096.2	0.01406	noncoding
XR_382933.3	0.01077	noncoding
XR_001781711.2	0.03192	noncoding
XR_385856.4	0.12500	noncoding
XR_003953974.1	0.10764	noncoding
XR_378536.3	0.01024	noncoding
NM_001378817.1	0.87684	coding
NM_029321.2	0.99849	coding
NR_033607.1	0.34201	noncoding
NR_045504.1	0.13932	noncoding
NR_045940.1	0.23665	noncoding
XR_867342.1	0.01623	noncoding
NM_001316995.1	0.98441	coding
XR_001782006.1	0.00503	noncoding
NM_001374766.1	0.92178	coding
XR_373775.2	0.01241	noncoding
XR_866428.1	0.34565	noncoding
XR_872630.2	0.01149	noncoding
XR_375023.3	0.02240	noncoding
XR_003954123.1	0.01163	noncoding
XM_006508021.4	0.98349	coding
XR_379652.3	0.05252	noncoding
NM_133354.2	0.99013	coding
NR_027351.1	0.31915	noncoding
NM_001177564.1	0.97268	coding
NR_040480.1	0.01436	noncoding
XR_878714.1	0.07358	noncoding
XR_881870.1	0.10458	noncoding
XR_876833.1	0.59877	coding
XR_387275.3	0.06654	noncoding
XR_387659.2	0.28686	noncoding
NR_156409.1	0.97643	coding
XR_865181.3	0.03921	noncoding
XR_003948064.1	0.06440	noncoding
XR_872665.2	0.00982	noncoding
XR_382916.2	0.03131	noncoding
XR_877830.3	0.05791	noncoding
NM_001024853.1	0.93394	coding
NM_152802.3	0.18775	noncoding
NR_040580.1	0.01628	noncoding
NR_040672.1	0.01387	noncoding
NR_126091.1	0.04514	noncoding
XR_879960.1	0.17057	noncoding
NR_136932.1	0.85441	coding
XR_874708.2	0.02127	noncoding
NR_151668.1	0.87063	coding
NR_152191.1	0.15720	noncoding
NM_001359604.1	0.81720	coding
NM_001360061.1	0.35154	noncoding
NM_177665.4	0.30160	noncoding
XR_003951524.1	0.08439	noncoding
XR_880491.3	0.03126	noncoding
XR_391574.4	0.00961	noncoding
XR_379905.2	0.00922	noncoding
NM_026693.5	0.99768	coding
XR_877400.1	0.02175	noncoding
XR_382809.2	0.01629	noncoding
XR_882005.2	0.00952	noncoding
XR_003951157.1	0.01262	noncoding
XM_030252188.1	0.99571	coding
XR_001784064.2	0.07715	noncoding
XR_879279.2	0.07230	noncoding
NR_040505.1	0.11062	noncoding
NR_015530.2	0.13327	noncoding
XR_390371.1	0.04718	noncoding
XR_873855.1	0.01570	noncoding
XR_003948753.1	0.33289	noncoding
XR_868500.2	0.01539	noncoding
XR_003946782.1	0.13519	noncoding
XR_379356.3	0.04655	noncoding
NR_045982.1	0.01838	noncoding
NR_103513.1	0.06190	noncoding
XR_866004.1	0.01603	noncoding
XR_870931.1	0.84492	coding
XR_872233.1	0.11941	noncoding
XR_384473.2	0.02563	noncoding
NM_001309645.1	0.98918	coding
XM_017320815.1	0.55663	coding
XR_866508.2	0.04299	noncoding
XR_003947932.1	0.06658	noncoding
XR_871998.2	0.02228	noncoding
XR_385592.3	0.02061	noncoding
XR_003948213.1	0.12129	noncoding
NR_166455.1	0.06224	noncoding
NR_028486.2	0.22261	noncoding
NR_073028.1	0.72895	coding
XM_006538406.1	0.73896	coding
NM_001301309.1	0.99029	coding
XR_391577.2	0.01269	noncoding
NR_131748.1	0.23828	noncoding
XM_006518671.3	0.75635	coding
XM_017319048.1	0.73896	coding
XM_030246922.1	0.97895	coding
XR_001780657.2	0.02559	noncoding
XR_003950512.1	0.03021	noncoding
XR_386417.4	0.02445	noncoding
XR_880490.3	0.04853	noncoding
XR_878717.2	0.01187	noncoding
NM_026683.1	0.97317	coding
XR_390373.1	0.02916	noncoding
XR_882041.1	0.03201	noncoding
XR_872508.1	0.01340	noncoding
NM_027778.2	0.99648	coding
NM_001310640.1	0.95126	coding
XR_878606.2	0.03038	noncoding
XR_001781749.1	0.35910	noncoding
XR_387662.3	0.02310	noncoding
XR_003950707.1	0.01486	noncoding
XR_386163.2	0.07809	noncoding
XR_375313.3	0.06406	noncoding
XR_378291.4	0.21355	noncoding
XR_879331.3	0.08398	noncoding
NM_024461.2	0.83333	coding
XR_001778907.2	0.12463	noncoding
XR_003948951.1	0.07942	noncoding
XR_380549.4	0.09488	noncoding
XR_375376.3	0.07756	noncoding
XR_001783942.2	0.01318	noncoding
XR_376901.4	0.08541	noncoding
XR_003948335.1	0.01333	noncoding
NR_040684.1	0.05025	noncoding
NR_104276.1	0.16479	noncoding
NM_001297554.1	0.09043	noncoding
XR_866968.1	0.10840	noncoding
XM_006538163.2	0.97567	coding
XR_875111.1	0.01938	noncoding
XR_876844.1	0.04526	noncoding
NR_136881.1	0.01311	noncoding
XR_876779.2	0.71428	coding
NM_001360133.1	0.99390	coding
XR_389211.3	0.03573	noncoding
XR_374611.3	0.07141	noncoding
XR_866454.2	0.08215	noncoding
XR_375838.4	0.06273	noncoding
XR_003955316.1	0.01222	noncoding
XR_001785072.2	0.04715	noncoding
XR_001778239.2	0.08129	noncoding
NR_166674.1	0.99760	coding
XR_377093.1	0.00766	noncoding
XR_387544.2	0.00769	noncoding
NM_001330686.1	0.99693	coding
XR_003955393.1	0.01207	noncoding
XR_389495.4	0.01258	noncoding
XR_003955962.1	0.01380	noncoding
XR_379904.2	0.07951	noncoding
NM_001081029.1	0.98011	coding
XR_873370.2	0.07518	noncoding
NR_152574.1	0.69345	coding
XR_003948874.1	0.11865	noncoding
XR_001784452.2	0.09835	noncoding
XR_001783021.2	0.09835	noncoding
NM_001378816.1	0.95997	coding
NR_167739.1	0.01730	noncoding
NM_001033140.3	0.78011	coding
NR_033307.1	0.04247	noncoding
NM_001271417.1	0.95994	coding
NR_102381.1	0.11382	noncoding
XR_376147.2	0.01354	noncoding
XR_373819.4	0.35049	noncoding
XM_006534344.4	0.93771	coding
XR_003949689.1	0.02578	noncoding
XR_382593.2	0.00968	noncoding
XR_867453.3	0.01148	noncoding
XR_003953294.1	0.02578	noncoding
NR_167984.1	0.01287	noncoding
NM_001098789.1	0.74042	coding
NR_040399.1	0.01948	noncoding
XR_881327.1	0.33671	noncoding
XR_868524.1	0.26652	noncoding
XR_870341.1	0.00949	noncoding
XR_871759.1	0.02818	noncoding
XR_383790.2	0.06714	noncoding
XR_865551.2	0.04749	noncoding
XR_001783108.1	0.33671	noncoding
XR_878419.2	0.00612	noncoding
XR_003948764.1	0.40308	noncoding
XR_872040.3	0.15189	noncoding
XR_003950529.1	0.26188	noncoding
XR_873887.3	0.15048	noncoding
XR_874816.2	0.01070	noncoding
XR_389695.3	0.05899	noncoding
XR_001778509.2	0.01392	noncoding
XR_871146.3	0.01973	noncoding
NM_023516.5	0.37304	noncoding
NR_040592.1	0.18173	noncoding
NR_046004.1	0.04340	noncoding
XR_878675.1	0.01408	noncoding
XR_868442.2	0.02025	noncoding
XR_373878.4	0.07608	noncoding
XM_030246239.1	0.98999	coding
XR_880023.2	0.01167	noncoding
XR_875445.3	0.06803	noncoding
XR_003952881.1	0.69971	coding
XR_003956399.1	0.03556	noncoding
XR_001779310.2	0.08272	noncoding
NR_166464.1	0.03971	noncoding
XR_380146.2	0.03426	noncoding
XR_388935.2	0.01901	noncoding
XR_001780945.1	0.03181	noncoding
XR_001782195.1	0.01525	noncoding
XR_866531.2	0.05328	noncoding
XR_870996.2	0.04762	noncoding
XR_387504.3	0.04324	noncoding
XR_382879.3	0.04790	noncoding
XR_874755.2	0.02032	noncoding
XR_385722.3	0.01154	noncoding
XR_003955249.1	0.04084	noncoding
XR_003955399.1	0.16499	noncoding
XR_376986.3	0.06821	noncoding
XR_003948215.1	0.13849	noncoding
XR_001779215.2	0.02610	noncoding
NR_167737.1	0.00703	noncoding
NM_001164055.1	0.96715	coding
NR_045997.1	0.04603	noncoding
XR_870339.1	0.01351	noncoding
XR_879041.1	0.13652	noncoding
XR_001783512.1	0.01332	noncoding
XR_001778635.1	0.05775	noncoding
XR_003949640.1	0.36409	noncoding
XR_001782425.2	0.08340	noncoding
XR_003954524.1	0.03372	noncoding
XR_001785415.2	0.26363	noncoding
NR_166078.1	0.01881	noncoding
NR_168030.1	0.11515	noncoding
NM_001271446.1	0.95886	coding
XR_377353.2	0.01331	noncoding
XR_386181.2	0.04648	noncoding
XR_878420.2	0.00662	noncoding
XR_003952332.1	0.48536	noncoding
XR_375022.3	0.02378	noncoding
XR_866876.3	0.02010	noncoding
XR_001784025.2	0.03474	noncoding
XR_881314.2	0.02046	noncoding
XR_378753.3	0.04451	noncoding
XR_003947576.1	0.08898	noncoding
XR_001783009.2	0.04836	noncoding
NR_165619.1	0.05222	noncoding
NM_007918.3	0.20004	noncoding
NM_001085417.1	0.71888	coding
XR_387475.2	0.01946	noncoding
XR_386411.2	0.02411	noncoding
NM_001357628.1	0.99570	coding
XR_003948099.1	0.03251	noncoding
NR_015522.2	0.02782	noncoding
NR_040508.1	0.01400	noncoding
NR_040774.1	0.04044	noncoding
NR_045912.1	0.06099	noncoding
NR_077216.1	0.02017	noncoding
XR_380854.2	0.01539	noncoding
XR_873359.1	0.05738	noncoding
XR_001778638.1	0.05129	noncoding
NM_001357452.1	0.87929	coding
XR_003947974.1	0.01263	noncoding
XR_003949788.1	0.01147	noncoding
XR_877188.3	0.14318	noncoding
XR_374931.4	0.02700	noncoding
NR_030683.1	0.06044	noncoding
NR_029430.1	0.46171	noncoding
NR_045454.1	0.00783	noncoding
XR_382302.1	0.01422	noncoding
XR_882397.1	0.02339	noncoding
NM_001358305.1	0.80629	coding
NR_157160.1	0.19154	noncoding
XR_874023.2	0.02171	noncoding
XR_003955777.1	0.26738	noncoding
NR_165816.1	0.15608	noncoding
NM_001081019.1	0.87315	coding
NR_028368.1	0.09278	noncoding
NR_045432.1	0.00717	noncoding
NR_103489.1	0.82756	coding
XR_379795.2	0.13912	noncoding
XR_874751.1	0.01938	noncoding
NM_001357480.1	0.99716	coding
NR_152124.1	0.35801	noncoding
NR_155422.1	0.75937	coding
XR_373237.3	0.01884	noncoding
XR_003948487.1	0.08249	noncoding
XR_373795.3	0.01381	noncoding
XR_871741.2	0.01003	noncoding
XR_003951608.1	0.53285	coding
XR_003952231.1	0.38317	noncoding
XR_001784045.2	0.01164	noncoding
XR_880861.2	0.00903	noncoding
XR_003955990.1	0.06186	noncoding
XR_003946784.1	0.11995	noncoding
NM_009689.2	0.99934	coding
NM_007980.3	0.98899	coding
XR_881134.1	0.54350	coding
NM_001357451.1	0.87217	coding
XR_003948824.1	0.01995	noncoding
XR_376067.4	0.31251	noncoding
NR_046307.1	0.02292	noncoding
XR_866769.2	0.02511	noncoding
XR_868440.2	0.02250	noncoding
XR_003949598.1	0.09282	noncoding
XR_376514.3	0.03984	noncoding
XR_869357.2	0.05636	noncoding
NM_001162998.1	0.23261	noncoding
NR_073374.1	0.26343	noncoding
XR_875178.1	0.01916	noncoding
XR_875405.1	0.11777	noncoding
NR_130984.1	0.00501	noncoding
NR_138570.1	0.28620	noncoding
NR_153657.1	0.05922	noncoding
XR_865396.3	0.09075	noncoding
XR_373478.2	0.06766	noncoding
