gene-id	Brain_Female	Gonad_Female	Kidney_Female	Liver_Female	Lung_Female	Muscle_Female	Skin_Female	Brain_Male	Gonad_Male	Heart_Male	Kidney_Male	Liver_Male	Lung_Male	Skin_Male
Transcript_247556.0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247558.0	1	22	9	0	0	0	0	6	0	0	1	0	0	0
Transcript_247575.0	2	6	0	0	0	0	0	5	10	0	0	0	0	0
Transcript_247576.0	0	1	0	0	4	0	0	1	0	6	0	0	12	0
Transcript_247578.0	1	3	5	0	0	0	0	10	0	0	0	0	2	1
Transcript_247584.0	3	11	1	1	0	0	0	0	7	0	2	0	5	0
Transcript_247587.0	0	8	1	0	6	0	0	3	0	0	3	0	4	0
Transcript_247592.0	104	1	1	0	0	21	0	36	16	3	6	0	9	2
Transcript_247598.0	1	7	2	0	0	0	0	0	0	0	0	0	0	0
Transcript_247599.0	12	13	2	0	5	2	0	1	10	0	5	0	13	0
Transcript_247600.0	8	0	0	0	0	0	0	0	0	6	0	0	2	0
Transcript_247601.0	6	0	0	0	0	0	0	3	0	0	0	0	2	0
Transcript_247606.0	0	11	4	0	0	0	0	0	0	0	0	0	0	0
Transcript_247608.0	0	1	0	0	0	0	0	0	0	0	2	0	1	0
Transcript_247617.0	9	1	20	0	0	3	0	0	0	0	1	0	3	0
Transcript_247627.0	7	0	0	0	6	0	0	2	0	4	3	0	7	0
Transcript_247630.0	39	28	7	0	10	5	0	30	14	0	15	0	13	0
Transcript_247635.0	0	1	6	0	14	1	0	27	69	0	3	0	32	0
Transcript_247639.0	5	3	0	0	0	0	0	7	0	0	0	0	8	0
Transcript_247640.0	3	0	0	0	4	0	0	0	2	6	0	0	1	0
Transcript_247649.0	109	147	10	0	0	0	0	22	10	0	0	0	0	1
Transcript_247651.0	0	0	1	0	0	0	0	9	0	12	3	0	2	0
Transcript_247654.0	16	39	24	2	15	3	0	9	14	10	22	0	12	0
Transcript_247655.0	0	0	0	0	32	0	0	0	0	0	0	2	18	1
Transcript_24766.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Transcript_247662.0	4	35	3	0	0	0	0	0	0	0	0	0	0	0
Transcript_247667.0	0	5	44	0	2	0	0	0	1	1	17	0	8	0
Transcript_247668.0	118	7	47	0	19	1	0	102	1	17	51	0	38	8
Transcript_24767.0	32	18	32	2	10	7	0	29	0	6	18	2	17	0
Transcript_247672.0	0	1	12	0	0	0	0	0	0	0	4	0	1	0
Transcript_247676.0	29	1	2	0	6	0	0	10	0	0	1	0	0	0
Transcript_247677.0	8	0	0	2	22	0	0	8	0	6	4	2	2	0
Transcript_24768.0	6	4	1	2	3	0	2	12	14	0	7	0	4	0
Transcript_247682.0	32	21	1	0	2	0	2	20	0	0	3	0	1	0
Transcript_247685.0	48	2	0	0	0	0	0	82	11	9	0	0	0	0
Transcript_247686.0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
Transcript_247689.0	1	6	0	0	1	3	0	3	0	5	1	0	5	0
Transcript_247690.0	0	0	0	0	2	0	2	0	1	0	4	0	4	0
Transcript_24769.0	10	0	0	20	37	4	0	1	0	0	0	29	56	2
Transcript_247700.0	30	0	0	0	0	0	0	45	1	0	3	0	2	0
Transcript_24770.0	24	9	7	0	6	8	0	8	1	8	4	0	10	0
Transcript_247709.0	0	2	0	0	0	0	0	11	0	0	1	0	4	0
Transcript_24771.0	0	6	3	0	9	0	0	0	15	0	2	0	4	0
Transcript_247714.0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
Transcript_247716.0	6	0	0	0	3	0	0	4	0	0	1	0	1	2
Transcript_247719.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247721.0	18	0	0	0	0	0	0	8	0	0	0	0	0	0
Transcript_247722.0	0	0	0	0	12	0	0	0	0	0	0	4	8	0
Transcript_247723.0	19	2	0	0	0	3	0	6	0	0	5	0	1	0
Transcript_247727.0	7	2	0	0	0	0	0	4	0	0	0	0	0	0
Transcript_24773.0	31	0	1	0	10	12	2	41	7	9	5	0	54	6
Transcript_247731.0	14	0	19	0	9	1	0	27	11	2	31	0	4	0
Transcript_247733.0	6	1	0	0	0	0	0	13	0	0	0	0	0	0
Transcript_247736.0	2	10	10	0	6	0	0	11	10	11	8	0	3	2
Transcript_247738.0	7	2	0	0	0	0	0	9	0	0	0	0	2	0
Transcript_247745.0	9	1	0	0	6	1	0	1	0	7	0	0	13	0
Transcript_247748.0	10	23	0	0	2	0	0	0	0	0	0	0	0	0
Transcript_247749.0	9	5	0	0	0	0	0	2	0	0	2	0	0	0
Transcript_247750.0	4	0	0	0	2	0	0	9	0	0	5	0	10	0
Transcript_247752.0	43	2	2	0	0	0	0	1	0	0	0	0	0	0
Transcript_247753.0	0	1	0	0	0	0	0	5	0	0	0	0	1	0
Transcript_247761.0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247762.0	0	0	0	0	0	5	0	5	0	0	0	0	0	0
Transcript_247767.0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
Transcript_247770.0	5	2	15	0	4	0	0	7	1	1	3	0	10	0
Transcript_247774.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247775.0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247776.0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247777.0	3	0	0	0	0	0	0	14	0	0	0	0	0	0
Transcript_247778.0	0	13	6	0	0	0	0	10	9	5	0	0	0	0
Transcript_247780.0	9	0	0	0	0	2	0	0	0	0	1	0	0	0
Transcript_24778.0	0	0	5	0	0	1	0	0	3	8	0	0	0	0
Transcript_247786.0	0	2	16	0	0	0	0	0	3	0	1	0	8	0
Transcript_24779.0	41	3	5	0	0	0	0	38	0	0	3	0	0	0
Transcript_247795.0	1	2	5	0	0	0	0	6	15	0	4	0	8	0
Transcript_247797.0	0	9	0	0	0	0	0	0	0	0	1	0	0	0
Transcript_247800.0	0	0	0	0	3	0	0	0	3	0	0	0	13	0
Transcript_247804.0	19	48	39	0	5	6	0	21	11	1	29	0	26	3
Transcript_247812.0	2	1	5	0	0	0	0	0	0	0	4	0	3	0
Transcript_247814.0	1	0	0	0	0	2	0	16	0	0	0	0	0	0
Transcript_247816.0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
Transcript_247822.0	0	6	13	0	3	0	0	0	0	0	9	0	4	0
Transcript_247829.0	0	35	0	0	0	0	0	0	0	0	1	0	0	0
Transcript_24783.0	8	1	0	0	1	0	0	8	28	0	0	0	3	0
Transcript_247832.0	0	0	0	0	0	9	0	0	0	1	0	0	0	0
Transcript_247836.0	16	64	26	0	9	0	0	14	1	0	6	0	2	0
Transcript_247839.0	32	0	0	0	0	0	0	17	1	0	0	0	0	0
Transcript_247845.0	59	2	0	0	0	0	0	12	0	0	0	0	6	2
Transcript_247847.0	18	0	1	0	0	0	0	5	0	0	8	0	0	0
Transcript_247852.0	7	26	0	0	0	0	0	25	0	0	7	0	0	0
Transcript_247853.0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
Transcript_247854.0	35	0	1	0	7	2	0	33	1	6	0	0	9	2
Transcript_247857.0	0	8	0	0	1	2	0	1	0	0	3	0	3	0
Transcript_24786.0	63	1	0	0	0	0	0	47	0	6	2	0	1	2
Transcript_247866.0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Transcript_247867.0	131	15	15	0	1	0	0	31	0	4	4	0	6	4
Transcript_247874.0	3	0	3	0	0	0	0	0	0	0	8	0	9	0
Transcript_247880.0	11	1	3	0	0	0	0	18	0	0	4	0	4	0
Transcript_247881.0	2	0	0	0	4	0	0	1	0	11	1	0	2	0
Transcript_247882.0	0	3	0	0	0	0	0	3	0	0	3	0	1	0
Transcript_247886.0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
Transcript_247892.0	0	0	4	0	1	0	2	1	0	0	0	0	3	0
Transcript_247894.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247901.0	11	3	7	0	1	0	0	7	1	0	5	0	3	0
Transcript_247907.0	0	10	0	0	0	0	0	0	5	0	4	0	3	0
Transcript_247910.0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247913.0	39	24	0	2	0	0	0	1	0	2	0	0	0	0
Transcript_247919.0	1	1	0	0	0	0	0	2	10	0	0	0	4	0
Transcript_247920.0	5	8	5	0	0	2	0	13	0	2	2	0	5	0
Transcript_247921.0	0	0	3	0	0	1	0	13	5	0	3	0	0	0
Transcript_247925.0	3	1	14	0	10	5	0	10	0	0	9	1	9	2
Transcript_24793.0	11	0	18	0	1	0	0	2	0	0	8	0	0	0
Transcript_247932.0	0	1	0	0	8	0	0	2	9	0	4	0	3	0
Transcript_247937.0	85	2	0	0	0	0	0	15	0	0	8	0	2	2
Transcript_247938.0	1	14	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247944.0	0	4	0	0	0	3	0	1	0	0	1	0	4	0
Transcript_247946.0	0	1	1	0	0	0	0	7	0	0	0	0	4	0
Transcript_247951.0	7	35	0	0	0	0	2	0	0	0	0	0	0	1
Transcript_24796.0	13	24	3	0	20	1	0	6	15	10	23	0	39	0
Transcript_247962.0	9	0	0	0	0	1	0	63	20	0	0	0	0	0
Transcript_247969.0	0	3	0	0	0	0	0	1	0	0	2	0	1	0
Transcript_247971.0	0	1	1	0	0	0	0	0	0	10	4	0	0	0
Transcript_247972.0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247979.0	1	0	0	0	0	0	0	10	0	0	1	0	0	0
Transcript_247981.0	18	11	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_247982.0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Transcript_247988.0	0	3	0	0	0	0	0	11	0	0	1	0	1	0
Transcript_24799.0	11	0	1	0	0	3	0	6	0	0	0	0	1	0
Transcript_247999.0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248001.0	5	1	1	0	0	0	0	2	0	0	6	0	0	0
Transcript_248007.0	0	32	0	0	0	0	0	0	0	0	0	0	0	1
Transcript_248019.0	0	8	0	0	2	0	0	0	0	0	0	0	3	0
Transcript_24802.0	6	3	17	0	0	16	0	0	0	2	9	0	14	0
Transcript_248022.0	46	0	0	0	0	0	0	4	0	0	0	0	0	0
Transcript_248023.0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Transcript_248026.0	0	7	2	0	0	2	0	1	1	0	2	0	0	0
Transcript_248030.0	17	12	7	0	4	5	0	13	4	23	6	0	0	4
Transcript_248033.0	4	1	0	0	0	0	0	7	10	4	0	0	3	0
Transcript_248036.0	21	0	0	0	1	0	0	0	1	0	3	0	2	0
Transcript_248045.0	10	2	0	0	1	1	0	4	0	0	0	0	10	0
Transcript_24805.0	10	0	4	0	8	0	0	0	0	0	8	0	9	0
Transcript_248056.0	0	38	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_248057.0	1	0	0	0	0	0	0	18	0	0	0	0	0	0
Transcript_248061.0	7	4	11	0	3	0	0	0	3	0	14	0	5	2
Transcript_248071.0	0	1	0	0	0	0	0	3	0	0	0	0	5	0
Transcript_248079.0	3	3	0	0	0	0	0	15	0	0	3	0	3	0
Transcript_248083.0	2	5	0	0	3	0	0	0	0	0	0	0	0	0
Transcript_248086.0	7	3	0	0	0	0	0	3	11	0	0	0	2	0
Transcript_248089.0	0	1	35	0	0	0	0	1	0	17	49	0	2	2
Transcript_248092.0	15	4	0	0	4	1	0	2	1	0	3	0	1	0
Transcript_248093.0	0	79	0	0	0	0	0	0	0	0	4	0	0	0
Transcript_248097.0	4	3	0	0	0	0	0	3	2	0	0	0	0	0
Transcript_248099.0	7	0	0	0	1	0	0	15	0	3	0	0	0	0
Transcript_248100.0	0	0	1	0	0	0	0	0	0	2	8	0	0	0
Transcript_248101.0	0	6	0	0	2	2	0	0	24	0	2	0	5	0
Transcript_248103.0	14	2	13	0	0	3	0	1	6	0	5	0	6	2
Transcript_248106.0	0	2	1	0	2	0	0	0	12	0	0	0	0	0
Transcript_248107.0	8	0	5	0	0	0	0	3	0	0	0	0	0	0
Transcript_248108.0	6	1	6	0	0	0	0	0	0	0	1	0	0	0
Transcript_248113.0	15	1	0	0	0	0	0	14	1	0	2	0	5	0
Transcript_248120.0	0	0	0	0	0	0	0	0	0	0	3	0	4	0
Transcript_248121.0	15	3	10	0	1	6	0	12	0	3	5	4	9	0
Transcript_248122.0	1	0	0	0	0	0	0	23	0	0	0	0	0	0
Transcript_248123.0	40	0	0	0	3	0	0	5	0	28	0	0	2	0
Transcript_248124.0	0	6	0	0	8	0	0	0	0	0	0	0	0	0
Transcript_248126.0	0	3	0	0	0	0	0	0	5	0	0	0	0	0
Transcript_248128.0	0	0	3	0	0	0	0	0	0	0	5	0	2	0
Transcript_248133.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248135.0	60	35	56	2	4	4	0	28	18	3	42	0	25	0
Transcript_248138.0	2	12	0	0	0	0	0	0	0	0	0	0	0	4
Transcript_24814.0	15	0	0	0	1	0	0	10	0	0	0	0	0	0
Transcript_248146.0	43	5	55	2	23	6	2	98	6	0	61	6	28	3
Transcript_248147.0	33	3	9	0	3	2	1	42	8	0	9	0	10	0
Transcript_248148.0	1	4	0	8	0	0	0	7	0	0	0	0	0	0
Transcript_248151.0	1	5	3	0	3	3	0	4	0	3	8	0	0	4
Transcript_248153.0	1	0	0	0	3	0	0	32	0	0	5	2	2	0
Transcript_248156.0	5	8	12	0	2	0	0	3	0	5	0	0	6	0
Transcript_248164.0	0	2	0	0	4	0	0	0	0	0	2	0	4	0
Transcript_248170.0	10	24	9	0	0	0	0	0	0	0	1	0	0	2
Transcript_248171.0	0	0	0	0	0	0	0	0	14	0	3	0	0	0
Transcript_248179.0	0	0	0	0	0	0	0	15	0	0	0	0	7	0
Transcript_248187.0	4	8	0	0	6	0	0	3	0	0	0	0	11	0
Transcript_248189.0	2	27	9	0	2	2	0	26	0	0	5	0	18	0
Transcript_248191.0	0	2	0	0	6	0	2	3	0	10	4	0	14	0
Transcript_248192.0	54	302	69	8	26	17	0	71	24	17	46	13	36	4
Transcript_248198.0	1	0	0	0	0	0	0	6	0	0	1	0	0	0
Transcript_2482.0	25	5	10	0	5	0	0	26	0	0	2	0	18	0
Transcript_248209.0	0	15	0	0	0	0	0	0	0	0	1	0	0	0
Transcript_248211.0	0	0	8	0	8	0	2	0	0	0	2	2	1	0
Transcript_248218.0	6	2	1	0	6	0	0	4	0	0	5	0	7	0
Transcript_248220.0	0	36	0	0	0	0	0	4	3	0	3	0	7	0
Transcript_248221.0	1	1	4	0	0	0	0	13	0	2	3	0	1	1
Transcript_248223.0	4	0	0	0	11	0	0	0	0	3	24	0	22	0
Transcript_248231.0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Transcript_248234.0	0	28	0	0	0	0	0	0	0	0	0	0	0	2
Transcript_248240.0	3	0	0	0	0	0	0	6	0	0	0	0	0	0
Transcript_248242.0	48	9	7	0	10	11	0	14	0	5	5	0	5	0
Transcript_248251.0	5	10	0	0	0	0	0	3	0	0	0	1	0	0
Transcript_248252.0	0	1	0	0	0	0	1	63	0	0	0	0	0	0
Transcript_248253.0	0	0	0	0	0	0	0	5	6	0	1	0	2	0
Transcript_248257.0	0	2	0	0	0	0	0	16	0	0	0	0	0	0
Transcript_248259.0	0	1	4	0	0	0	0	0	0	0	18	0	0	0
Transcript_24826.0	17	7	0	0	6	1	0	14	2	21	1	2	3	6
Transcript_248266.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248271.0	0	0	3	0	10	3	0	3	23	0	2	0	11	0
Transcript_248273.0	9	1	0	0	7	4	0	9	0	15	8	0	6	0
Transcript_248275.0	4	1	0	0	7	1	0	4	0	0	1	0	0	0
Transcript_248279.0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248280.0	9	3	10	0	1	0	0	0	0	0	6	0	0	0
Transcript_24828.0	17	11	6	0	0	0	0	0	0	0	2	0	1	0
Transcript_248287.0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248296.0	2	92	104	0	21	6	0	12	1	9	73	0	35	0
Transcript_24830.0	1	0	0	0	0	0	0	5	0	0	0	0	0	1
Transcript_248301.0	18	0	0	0	0	0	0	8	0	0	0	0	0	0
Transcript_248302.0	3	1	0	0	1	6	0	4	0	0	0	0	3	0
Transcript_24831.0	17	0	21	0	0	0	0	0	0	0	7	0	0	0
Transcript_248311.0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Transcript_248312.0	9	11	1	0	0	1	0	20	0	0	0	0	11	1
Transcript_248313.0	0	0	0	0	0	1	0	2	0	0	2	0	2	0
Transcript_248318.0	0	5	6	0	0	0	0	0	0	0	0	0	0	0
Transcript_248321.0	7	0	0	0	0	0	0	2	0	0	2	0	2	0
Transcript_248322.0	27	5	0	0	3	0	0	10	0	0	0	0	0	0
Transcript_248324.0	8	0	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_24833.0	1	77	4	0	9	10	4	7	1	5	0	9	4	4
Transcript_248332.0	21	0	13	0	0	2	0	5	0	0	6	0	1	0
Transcript_248333.0	35	0	0	0	65	0	0	0	0	0	0	0	67	0
Transcript_248334.0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_248353.0	1	2	0	0	6	2	0	3	0	0	1	0	1	0
Transcript_248357.0	0	4	0	0	0	2	0	2	0	0	0	0	4	2
Transcript_248358.0	0	31	0	0	0	0	0	0	0	0	0	0	3	3
Transcript_248359.0	39	15	7	0	4	2	0	28	5	0	8	0	14	0
Transcript_24836.0	7	0	0	0	0	0	0	24	0	0	1	0	0	1
Transcript_248365.0	2	3	2	0	0	0	0	0	0	0	3	0	0	0
Transcript_248367.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248372.0	0	0	5	0	3	0	0	6	0	0	2	0	0	0
Transcript_248373.0	0	0	0	0	6	0	0	0	0	0	1	0	3	0
Transcript_248377.0	0	25	0	0	0	0	2	1	0	0	0	0	1	0
Transcript_248379.0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Transcript_24838.0	32	0	0	0	0	0	0	0	0	11	7	0	15	1
Transcript_248385.0	0	0	0	0	0	0	0	7	2	0	0	0	0	0
Transcript_248387.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Transcript_248390.0	57	36	0	0	12	0	0	60	0	0	0	0	5	0
Transcript_248407.0	1	22	0	0	10	0	0	0	0	0	0	0	0	0
Transcript_24842.0	29	0	0	0	0	6	0	142	0	0	0	0	1	5
Transcript_248424.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248426.0	1	1	0	0	0	0	0	6	0	0	0	2	3	0
Transcript_248427.0	12	0	18	0	27	4	0	7	15	7	13	0	38	6
Transcript_248429.0	0	0	0	0	14	1	0	0	17	0	3	0	8	0
Transcript_24843.0	23	2	15	0	0	2	0	7	1	0	3	0	1	0
Transcript_248431.0	4	1	0	0	0	0	0	1	0	0	0	0	0	0
Transcript_248436.0	17	0	0	0	0	0	0	3	0	7	1	0	0	0
Transcript_248437.0	1	0	0	0	0	0	0	0	0	12	1	0	9	0
Transcript_248439.0	0	0	4	0	0	0	0	3	0	0	15	0	8	2
Transcript_248440.0	15	24	17	0	0	3	0	10	2	1	1	0	3	0
Transcript_248441.0	0	13	3	0	0	0	0	0	0	0	0	0	0	2
Transcript_248445.0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
Transcript_248445.1	0	0	1	0	6	0	0	12	5	0	16	0	15	0
Transcript_248448.0	0	0	9	0	0	0	0	0	0	1	6	0	1	0
Transcript_248450.0	2	0	0	0	0	9	0	4	0	0	0	0	1	0
Transcript_248453.0	0	13	0	0	0	0	0	0	1	0	0	0	0	0
Transcript_248459.0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Transcript_248465.0	0	3	0	0	13	2	0	19	0	8	4	0	16	0
Transcript_248467.0	11	0	0	0	4	0	0	0	10	0	6	0	6	0
Transcript_24847.0	27	0	16	2	6	3	0	3	10	3	28	0	18	8
Transcript_248472.0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Transcript_248473.0	0	1	0	0	0	0	0	6	0	0	0	0	0	0
Transcript_248476.0	47	11	67	0	4	2	0	8	0	0	24	0	7	0
Transcript_248477.0	0	0	0	0	0	0	0	16	13	0	0	0	0	0
Transcript_248480.0	0	15	5	0	0	0	0	0	0	0	0	0	0	0
Transcript_248481.0	0	20	6	0	0	0	0	0	0	0	0	0	0	0
Transcript_248482.0	0	0	0	0	0	0	0	1	0	5	4	0	0	0
Transcript_248485.0	0	1	0	0	0	0	0	10	0	0	1	0	0	0
Transcript_248488.0	3	0	0	0	0	0	0	2	0	0	0	0	2	0
Transcript_24849.0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248490.0	0	0	5	0	0	0	0	1	0	0	0	0	6	0
Transcript_248494.0	0	1	0	0	0	0	0	8	0	0	0	0	0	0
Transcript_248496.0	7	13	1	0	0	2	2	2	0	13	4	0	0	0
Transcript_248497.0	0	0	0	0	6	0	0	0	0	0	1	0	12	0
Transcript_248498.0	0	19	1	0	0	0	0	0	0	0	4	0	7	0
Transcript_248503.0	0	0	0	0	0	0	0	1	11	0	0	0	1	0
Transcript_248507.0	3	0	0	2	0	3	0	20	0	8	0	0	0	2
Transcript_248508.0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Transcript_248509.0	36	23	1	0	8	1	0	39	0	1	12	0	9	0
Transcript_248511.0	16	0	0	0	0	0	0	7	0	0	0	0	0	0
Transcript_24852.0	24	4	4	0	5	0	0	10	0	0	4	0	22	0
Transcript_248540.0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248541.0	0	7	0	0	0	0	2	0	0	2	0	0	1	0
Transcript_248545.0	0	34	0	0	0	0	2	0	0	0	0	0	0	0
Transcript_248547.0	0	27	0	0	2	0	0	0	19	0	0	0	0	0
Transcript_248549.0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Transcript_248554.0	16	2	1	0	0	2	0	18	0	0	0	0	0	0
Transcript_248558.0	2	0	0	0	0	0	0	8	0	0	1	0	0	0
Transcript_24856.0	68	150	12	0	3	2	0	24	0	9	0	0	9	0
Transcript_248564.0	0	1	2	0	1	0	2	1	5	4	3	0	6	0
Transcript_248565.0	0	0	9	0	0	0	0	0	0	0	5	0	2	0
Transcript_248568.0	0	0	0	0	0	2	0	7	0	4	5	0	4	3
Transcript_248573.0	14	0	0	0	0	0	0	1	0	0	0	0	0	2
Transcript_248579.0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248581.0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_248582.0	12	0	3	0	11	0	0	6	3	0	2	0	3	0
Transcript_248583.0	11	2	0	0	0	3	2	8	0	15	0	0	1	0
Transcript_248591.0	0	1	0	0	1	0	0	2	14	0	7	0	3	0
Transcript_248604.0	1	0	1	0	9	0	0	7	0	0	13	0	14	0
Transcript_248606.0	2	5	0	0	0	0	0	0	0	4	0	0	0	0
Transcript_248607.0	0	10	1	0	0	0	0	0	5	0	0	0	0	0
Transcript_248608.0	0	3	6	0	1	2	0	0	10	0	6	0	26	2
Transcript_248611.0	26	0	1	0	0	0	0	1	0	0	2	0	0	0
Transcript_248613.0	1	4	0	0	0	0	0	0	0	0	0	0	3	0
Transcript_248616.0	20	4	0	0	0	0	0	8	0	0	0	2	0	2
Transcript_248617.0	32	0	0	0	0	0	0	32	0	0	0	0	0	0
Transcript_248618.0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Transcript_24862.0	7	23	0	0	0	0	0	6	0	0	0	0	0	0
Transcript_248621.0	4	2	26	0	9	0	0	0	0	4	17	0	10	0
Transcript_248623.0	18	0	1	0	5	0	0	0	0	1	0	0	10	0
Transcript_248627.0	7	5	4	0	1	0	0	3	0	0	0	0	2	0
Transcript_248630.0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Transcript_24863.0	5	13	12	0	27	6	4	1	1	0	11	0	98	5
Transcript_248631.0	0	0	0	0	0	0	0	2	0	0	0	0	0	8
Transcript_248632.0	5	2	4	0	0	0	0	3	0	0	5	0	0	2
Transcript_248634.0	5	0	0	0	0	0	0	11	0	0	0	0	0	0
Transcript_248641.0	0	0	2	0	0	0	0	0	4	0	0	0	2	0
Transcript_248648.0	88	2	16	0	1	5	0	14	0	0	20	6	18	4
Transcript_248661.0	0	0	0	0	6	0	0	0	0	0	0	0	8	0
Transcript_248662.0	4	0	0	0	0	2	0	6	0	0	0	0	1	0
Transcript_248663.0	18	9	3	0	1	1	2	85	0	4	3	0	5	2
Transcript_248671.0	0	1	0	0	0	0	0	22	0	0	0	0	0	0
Transcript_248678.0	0	0	0	0	2	1	0	3	0	3	7	0	3	0
Transcript_248680.0	65	32	80	3	14	15	2	12	44	58	11	10	78	11
Transcript_248682.0	40	0	0	0	0	0	0	0	0	0	2	0	0	2
Transcript_248683.0	0	24	12	0	0	0	0	0	0	0	0	0	0	0
Transcript_248684.0	0	38	0	0	0	0	2	0	0	0	1	0	0	2
Transcript_248687.0	0	18	5	0	0	0	0	0	0	0	0	0	0	0
Transcript_248696.0	0	0	0	0	6	2	0	0	1	0	1	0	3	0
Transcript_248699.0	4	0	1	0	0	0	0	5	0	0	0	0	2	0
Transcript_248700.0	5	5	8	0	3	0	0	0	0	0	1	0	1	0
Transcript_24870.0	77	7	2	3	8	9	0	51	3	1	21	6	37	1
Transcript_24871.0	27	12	3	0	3	6	0	28	23	1	11	0	25	2
Transcript_248711.0	31	68	12	8	22	1	2	45	5	0	9	2	22	2
Transcript_24872.0	11	2	4	0	2	0	0	7	0	6	6	0	13	4
Transcript_248723.0	0	1	9	0	0	0	0	0	0	0	5	0	3	0
Transcript_248724.0	1	0	0	0	0	0	0	12	0	0	0	0	0	0
Transcript_248725.0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Transcript_248727.0	25	1	6	0	18	1	1	11	0	7	8	0	13	0
Transcript_248729.0	27	0	0	0	0	0	0	10	0	0	0	0	0	0
Transcript_248731.0	0	9	0	0	0	0	0	0	16	0	0	0	1	0
Transcript_248736.0	11	1	0	0	0	0	0	68	5	0	0	2	0	2
Transcript_248737.0	8	2	0	0	0	0	0	6	0	0	0	0	0	2
Transcript_248740.0	4	0	6	0	3	0	0	12	0	0	0	0	0	0
Transcript_248750.0	6	8	0	0	0	0	2	1	4	0	0	0	0	2
Transcript_248754.0	0	0	0	0	0	1	2	0	0	0	12	0	0	0
Transcript_248757.0	4	1	0	0	0	2	0	4	1	0	1	0	1	0
Transcript_248758.0	6	8	7	0	1	0	0	16	0	14	1	0	10	0
Transcript_248762.0	1	0	0	0	12	0	0	0	6	0	2	0	4	0
Transcript_248767.0	3	0	0	0	0	0	0	9	0	0	0	0	0	0
Transcript_248768.0	0	0	4	0	0	0	0	0	0	0	29	0	2	0
Transcript_248770.0	5	0	0	0	5	1	0	0	0	0	3	0	3	0
Transcript_248776.0	0	0	0	0	0	0	0	7	2	0	0	0	1	0
Transcript_248777.0	0	1	10	0	0	1	0	0	3	0	5	0	0	0
Transcript_248780.0	6	0	0	0	0	0	0	16	0	0	0	0	0	0
Transcript_24878.0	16	1	0	0	0	2	0	1	18	0	2	0	3	0
Transcript_248781.0	4	0	4	0	0	0	0	9	0	0	0	0	0	0
Transcript_248782.0	0	1	0	0	0	0	0	1	0	0	0	2	2	0
Transcript_248785.0	13	0	9	0	1	0	0	0	0	0	0	0	16	0
Transcript_24879.0	11	0	3	0	0	0	0	7	0	1	5	0	3	0
Transcript_248797.0	27	8	1	0	7	15	0	27	0	0	19	0	41	0
