go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0002067	BP	5	1428	6	1.8093190890312496	0.003026412879036999	5	glandular epithelial cell differentiation	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0035883	BP	5	1428	7	1.8093190890312496	0.003026412879036999	5	enteroendocrine cell differentiation	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009611	BP	4	1135	3	1.7999435020677896	0.012316359656297377	4	response to wounding	['Transcript_145826.0', 'Transcript_156153.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044255	BP	4	1079	3	1.7269460693775291	0.016050126989206794	4	cellular lipid metabolic process	['Transcript_142907.0', 'Transcript_223597.0', 'Transcript_27347.0', 'Transcript_47028.0']
GO:0061008	BP	6	1563	4	1.6766064821680204	0.0023844674699669117	6	hepaticobiliary system development	['Transcript_101038.0', 'Transcript_145826.0', 'Transcript_25168.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0001889	BP	6	1561	5	1.674759241146265	0.0023844674699669117	6	liver development	['Transcript_101038.0', 'Transcript_145826.0', 'Transcript_25168.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0102338	MF	4	6	5	5.763570579389332	1.5370487798071283e-06	4	3-oxo-lignoceronyl-CoA synthase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0102756	MF	4	6	5	5.763570579389332	1.5370487798071283e-06	4	very-long-chain 3-ketoacyl-CoA synthase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0004312	MF	4	6	5	5.763570579389332	1.5370487798071283e-06	4	fatty acid synthase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0102337	MF	4	6	5	5.763570579389332	1.5370487798071283e-06	4	3-oxo-cerotoyl-CoA synthase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0009922	MF	4	6	6	5.763570579389332	1.5370487798071283e-06	4	fatty acid elongase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0102336	MF	4	6	5	5.763570579389332	1.5370487798071283e-06	4	3-oxo-arachidoyl-CoA synthase activity	['Transcript_203424.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0033293	MF	5	9	5	5.500536173555538	1.6829857828548859e-07	5	monocarboxylic acid binding	['Transcript_145826.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0005102	MF	3	6878	3	4.814277819695147	3.9080703615800036e-33	3	signaling receptor binding	['Transcript_110387.0', 'Transcript_194211.0', 'Transcript_5463.0']
GO:0015318	MF	4	7196	3	4.464446391140995	2.0333808753696345e-33	4	inorganic molecular entity transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0015075	MF	4	7192	3	4.463644225403959	2.0333808753696345e-33	4	ion transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0046983	MF	3	5220	3	4.416338510625603	1.1030566662298317e-23	3	protein dimerization activity	['Transcript_110387.0', 'Transcript_25646.0', 'Transcript_39594.0']
GO:0005402	MF	4	16	4	4.348533080110488	0.0001469182660436565	4	carbohydrate:cation symporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0001067	MF	7	11551	4	4.33984213227725	2.2892514702053494e-55	7	regulatory region nucleic acid binding	['Transcript_145826.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0000976	MF	7	11551	5	4.33984213227725	2.2892514702053494e-55	7	transcription regulatory region sequence-specific DNA binding	['Transcript_145826.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0000977	MF	7	11523	6	4.3363407470841295	3.531935981484394e-55	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	['Transcript_145826.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0003700	MF	7	10897	2	4.255755385700988	1.3701694442657318e-51	7	DNA-binding transcription factor activity	['Transcript_145826.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0000981	MF	7	10897	3	4.255755385700988	1.3701694442657318e-51	7	DNA-binding transcription factor activity, RNA polymerase II-specific	['Transcript_145826.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0051119	MF	3	13	4	4.233055862690552	0.0016930008846509608	3	sugar transmembrane transporter activity	['Transcript_27347.0', 'Transcript_47028.0', 'Transcript_86125.0']
GO:0015149	MF	3	13	6	4.233055862690552	0.0016930008846509608	3	hexose transmembrane transporter activity	['Transcript_27347.0', 'Transcript_47028.0', 'Transcript_86125.0']
GO:0005355	MF	3	13	7	4.233055862690552	0.0016930008846509608	3	glucose transmembrane transporter activity	['Transcript_27347.0', 'Transcript_47028.0', 'Transcript_86125.0']
GO:0015145	MF	3	13	5	4.233055862690552	0.0016930008846509608	3	monosaccharide transmembrane transporter activity	['Transcript_27347.0', 'Transcript_47028.0', 'Transcript_86125.0']
GO:0003676	MF	9	13651	3	4.218260937214854	5.478276240459844e-66	9	nucleic acid binding	['Transcript_145826.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0003677	MF	8	11799	4	4.17784389155358	1.3868607379078316e-55	8	DNA binding	['Transcript_145826.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0043565	MF	8	11659	5	4.160623352393361	7.024687207261695e-55	8	sequence-specific DNA binding	['Transcript_145826.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0003690	MF	8	11608	5	4.1542987239562565	1.6824211441483565e-54	8	double-stranded DNA binding	['Transcript_145826.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1990837	MF	8	11587	6	4.15168638473344	1.6824211441483565e-54	8	sequence-specific double-stranded DNA binding	['Transcript_145826.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_244934.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0008324	MF	4	5590	4	4.1000994876200645	1.5272238462262129e-24	4	cation transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0022890	MF	4	5590	4	4.1000994876200645	1.5272238462262129e-24	4	inorganic cation transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0016772	MF	4	5419	3	4.055277851675541	1.1311858542329285e-23	4	transferase activity, transferring phosphorus-containing groups	['Transcript_17017.0', 'Transcript_206602.0', 'Transcript_267416.0', 'Transcript_57727.0']
GO:0038023	MF	8	10789	2	4.048740451392013	1.2517705151983932e-49	8	signaling receptor activity	['Transcript_101038.0', 'Transcript_145826.0', 'Transcript_22362.0', 'Transcript_228307.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0016301	MF	4	5166	4	3.9862988480075123	2.8281470138439564e-22	4	kinase activity	['Transcript_17017.0', 'Transcript_206602.0', 'Transcript_267416.0', 'Transcript_57727.0']
GO:0015144	MF	5	27	3	3.9155736728343817	7.316158290368703e-05	5	carbohydrate transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0015077	MF	4	4659	5	3.83727153499797	1.6271633685751273e-19	4	monovalent inorganic cation transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0016829	MF	3	3409	2	3.8016373033083024	3.4304744115097306e-14	3	lyase activity	['Transcript_197173.0', 'Transcript_41376.0', 'Transcript_5724.0']
GO:0035639	MF	3	3165	4	3.6944942034840595	6.909086196377654e-13	3	purine ribonucleoside triphosphate binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_60206.0']
GO:0005525	MF	3	3165	5	3.6944942034840595	6.909086196377654e-13	3	GTP binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_60206.0']
GO:0005515	MF	18	18288	2	3.6401516066616786	4.963878546119853e-86	18	protein binding	['Transcript_101038.0', 'Transcript_110387.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_22362.0', 'Transcript_23834.0', 'Transcript_25646.0', 'Transcript_39594.0', 'Transcript_41376.0', 'Transcript_42361.0', 'Transcript_50594.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_57101.0', 'Transcript_57727.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0005319	MF	3	3020	2	3.6268372533807973	2.9636554688328456e-12	3	lipid transporter activity	['Transcript_23637.0', 'Transcript_251708.0', 'Transcript_260133.0']
GO:1901363	MF	15	14709	2	3.588987871287835	2.277822174076447e-65	15	heterocyclic compound binding	['Transcript_129148.0', 'Transcript_145826.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_232278.0', 'Transcript_244934.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0016788	MF	4	3802	3	3.5440097365380643	3.594901892325068e-15	4	hydrolase activity, acting on ester bonds	['Transcript_266408.0', 'Transcript_57101.0', 'Transcript_86125.0', 'Transcript_89472.0']
GO:0097159	MF	16	14997	2	3.5238532322941913	5.255919386344517e-66	16	organic cyclic compound binding	['Transcript_129148.0', 'Transcript_145826.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_228307.0', 'Transcript_232278.0', 'Transcript_23637.0', 'Transcript_244934.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0022853	MF	4	3545	4	3.4430368320163907	6.63623110489532e-14	4	active ion transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0140096	MF	11	9447	2	3.397675844108781	3.2929747976815955e-38	11	catalytic activity, acting on a protein	['Transcript_130848.0', 'Transcript_138465.0', 'Transcript_149666.0', 'Transcript_206602.0', 'Transcript_21160.0', 'Transcript_250052.0', 'Transcript_267416.0', 'Transcript_45497.0', 'Transcript_50594.0', 'Transcript_57101.0', 'Transcript_74515.0']
GO:0015291	MF	4	3418	4	3.390403601565652	2.9230640276104e-13	4	secondary active transmembrane transporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0032561	MF	4	3239	5	3.312799672684699	2.7114393849886874e-12	4	guanyl ribonucleotide binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0019001	MF	4	3239	5	3.312799672684699	2.7114393849886874e-12	4	guanyl nucleotide binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0001882	MF	4	3185	3	3.2885445770331754	5.8102885968186624e-12	4	nucleoside binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0032549	MF	4	3184	4	3.288091540433161	5.8102885968186624e-12	4	ribonucleoside binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0001883	MF	4	3178	4	3.285370329238032	5.695464776073551e-12	4	purine nucleoside binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0032550	MF	4	3178	5	3.285370329238032	5.695464776073551e-12	4	purine ribonucleoside binding	['Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0022857	MF	10	7429	2	3.188491135753088	4.638336980561807e-28	10	transmembrane transporter activity	['Transcript_145826.0', 'Transcript_149666.0', 'Transcript_251708.0', 'Transcript_27347.0', 'Transcript_27850.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_90605.0', 'Transcript_93442.0']
GO:0015293	MF	4	2849	5	3.1277068262133634	2.1518487407421377e-10	4	symporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0015294	MF	4	2841	5	3.1236500360790536	2.1354009616874616e-10	4	solute:cation symporter activity	['Transcript_149666.0', 'Transcript_27347.0', 'Transcript_86125.0', 'Transcript_90605.0']
GO:0017076	MF	5	3320	4	3.026506351236437	9.473548159959969e-12	5	purine nucleotide binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0032555	MF	5	3320	4	3.026506351236437	9.473548159959969e-12	5	purine ribonucleotide binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0016740	MF	15	9698	2	2.9880478626773237	1.6924409829478347e-35	15	transferase activity	['Transcript_100370.0', 'Transcript_129148.0', 'Transcript_130848.0', 'Transcript_17017.0', 'Transcript_203424.0', 'Transcript_206602.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_45497.0', 'Transcript_47028.0', 'Transcript_57727.0', 'Transcript_74515.0', 'Transcript_80712.0']
GO:0008289	MF	4	2579	2	2.984062977678726	3.847461620599022e-09	4	lipid binding	['Transcript_129148.0', 'Transcript_202000.0', 'Transcript_228307.0', 'Transcript_23637.0']
GO:0097367	MF	6	3824	2	2.9673712271491044	1.907338384860397e-13	6	carbohydrate derivative binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0008233	MF	5	2958	3	2.8599451621012175	4.975209631750775e-10	5	peptidase activity	['Transcript_130848.0', 'Transcript_138465.0', 'Transcript_149666.0', 'Transcript_21160.0', 'Transcript_50594.0']
GO:0070011	MF	5	2958	4	2.8599451621012175	4.975209631750775e-10	5	peptidase activity, acting on L-amino acid peptides	['Transcript_130848.0', 'Transcript_138465.0', 'Transcript_149666.0', 'Transcript_21160.0', 'Transcript_50594.0']
GO:0016787	MF	21	12039	2	2.8145774386119036	4.973220393392714e-43	21	hydrolase activity	['Transcript_103374.0', 'Transcript_130848.0', 'Transcript_138465.0', 'Transcript_145826.0', 'Transcript_149666.0', 'Transcript_196683.0', 'Transcript_21160.0', 'Transcript_232278.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_262995.0', 'Transcript_266408.0', 'Transcript_27850.0', 'Transcript_41376.0', 'Transcript_50594.0', 'Transcript_57101.0', 'Transcript_68467.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_89472.0', 'Transcript_93442.0']
GO:0032553	MF	6	3350	3	2.7764497994008535	4.1623595604925e-11	6	ribonucleotide binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_60206.0']
GO:0016462	MF	10	5302	5	2.701859779869409	3.543693663899402e-17	10	pyrophosphatase activity	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_196683.0', 'Transcript_232278.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_27850.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0016817	MF	10	5302	3	2.701859779869409	3.543693663899402e-17	10	hydrolase activity, acting on acid anhydrides	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_196683.0', 'Transcript_232278.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_27850.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0016818	MF	10	5302	4	2.701859779869409	3.543693663899402e-17	10	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_196683.0', 'Transcript_232278.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_27850.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0017111	MF	10	5272	6	2.693673480010202	5.15356184808499e-17	10	nucleoside-triphosphatase activity	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_196683.0', 'Transcript_232278.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_27850.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0008237	MF	4	2092	5	2.6821340561364533	7.820107452899249e-07	4	metallopeptidase activity	['Transcript_138465.0', 'Transcript_149666.0', 'Transcript_21160.0', 'Transcript_50594.0']
GO:0016746	MF	7	3619	3	2.6654873902044467	1.4615174936417877e-11	7	transferase activity, transferring acyl groups	['Transcript_129148.0', 'Transcript_130848.0', 'Transcript_203424.0', 'Transcript_260829.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0016747	MF	7	3608	4	2.661095621087289	1.4465005370083409e-11	7	transferase activity, transferring acyl groups other than amino-acyl groups	['Transcript_129148.0', 'Transcript_130848.0', 'Transcript_203424.0', 'Transcript_260829.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_80712.0']
GO:0036094	MF	13	6286	2	2.5689537585471713	1.6271633685751273e-19	13	small molecule binding	['Transcript_129148.0', 'Transcript_145826.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_23637.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0043168	MF	13	6253	3	2.561360003659554	2.3544895520777033e-19	13	anion binding	['Transcript_129148.0', 'Transcript_145826.0', 'Transcript_17017.0', 'Transcript_202000.0', 'Transcript_232278.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0016887	MF	8	3757	7	2.526832320531283	2.0293444799264743e-11	8	ATPase activity	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_196683.0', 'Transcript_251708.0', 'Transcript_260133.0', 'Transcript_27850.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0043167	MF	15	6781	2	2.4718586534931823	2.080690038172122e-20	15	ion binding	['Transcript_129148.0', 'Transcript_145826.0', 'Transcript_17017.0', 'Transcript_202000.0', 'Transcript_232278.0', 'Transcript_260133.0', 'Transcript_262971.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0022804	MF	9	3720	3	2.3426288244425937	1.5615925271549858e-10	9	active transmembrane transporter activity	['Transcript_145826.0', 'Transcript_149666.0', 'Transcript_251708.0', 'Transcript_27347.0', 'Transcript_27850.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_90605.0', 'Transcript_93442.0']
GO:1901265	MF	9	3457	3	2.2368468067095986	2.4090110506549385e-09	9	nucleoside phosphate binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_79591.0']
GO:0000166	MF	9	3457	3	2.2368468067095986	2.4090110506549385e-09	9	nucleotide binding	['Transcript_129148.0', 'Transcript_17017.0', 'Transcript_232278.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_60206.0', 'Transcript_79591.0']
GO:0043177	MF	5	1365	3	1.7442240608093647	0.005422070661942455	5	organic acid binding	['Transcript_145826.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0031406	MF	5	1365	4	1.7442240608093647	0.005422070661942455	5	carboxylic acid binding	['Transcript_145826.0', 'Transcript_51892.0', 'Transcript_77803.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0046930	CC	5	8	3	5.67046117499785	9.903138294806449e-08	5	pore complex	['Transcript_16685.0', 'Transcript_252340.0', 'Transcript_253645.0', 'Transcript_3920.0', 'Transcript_77803.0']
GO:0030054	CC	3	7668	2	4.971139040836507	1.3959255638254343e-37	3	cell junction	['Transcript_148836.0', 'Transcript_25646.0', 'Transcript_42004.0']
GO:0043235	CC	4	8238	2	4.659545330757768	1.924617940041222e-39	4	receptor complex	['Transcript_101038.0', 'Transcript_142459.0', 'Transcript_22362.0', 'Transcript_25385.0']
GO:0099512	CC	3	5689	4	4.540463784863117	2.8902212271954915e-26	3	supramolecular fiber	['Transcript_198094.0', 'Transcript_273657.0', 'Transcript_42004.0']
GO:0099081	CC	3	5689	3	4.540463784863117	2.8902212271954915e-26	3	supramolecular polymer	['Transcript_198094.0', 'Transcript_273657.0', 'Transcript_42004.0']
GO:0120025	CC	5	9364	3	4.522448044114163	1.0867558606585283e-44	5	plasma membrane bounded cell projection	['Transcript_142459.0', 'Transcript_198094.0', 'Transcript_25385.0', 'Transcript_262971.0', 'Transcript_42004.0']
GO:0042995	CC	5	9364	2	4.522448044114163	1.0867558606585283e-44	5	cell projection	['Transcript_142459.0', 'Transcript_198094.0', 'Transcript_25385.0', 'Transcript_262971.0', 'Transcript_42004.0']
GO:0099513	CC	3	5453	5	4.47933885928763	7.40146832098904e-25	3	polymeric cytoskeletal fiber	['Transcript_198094.0', 'Transcript_273657.0', 'Transcript_42004.0']
GO:0000785	CC	3	4508	2	4.2047762193405775	8.533588606525222e-20	3	chromatin	['Transcript_110387.0', 'Transcript_142432.0', 'Transcript_244934.0']
GO:0098590	CC	7	9909	3	4.118635752838589	4.82440732402083e-45	7	plasma membrane region	['Transcript_142459.0', 'Transcript_148836.0', 'Transcript_198094.0', 'Transcript_25385.0', 'Transcript_25646.0', 'Transcript_262971.0', 'Transcript_42004.0']
GO:0070161	CC	3	4129	3	4.078081122344534	9.260188606852571e-18	3	anchoring junction	['Transcript_148836.0', 'Transcript_25646.0', 'Transcript_42004.0']
GO:0005911	CC	3	4129	4	4.078081122344534	9.260188606852571e-18	3	cell-cell junction	['Transcript_148836.0', 'Transcript_25646.0', 'Transcript_42004.0']
GO:0005768	CC	3	4007	6	4.034811213599154	2.6929877634496518e-17	3	endosome	['Transcript_112633.0', 'Transcript_25433.0', 'Transcript_260133.0']
GO:0031982	CC	5	6119	4	3.9086190088369075	4.3341098865935626e-26	5	vesicle	['Transcript_112633.0', 'Transcript_25433.0', 'Transcript_257973.0', 'Transcript_260133.0', 'Transcript_60362.0']
GO:0097708	CC	5	6119	4	3.9086190088369075	4.3341098865935626e-26	5	intracellular vesicle	['Transcript_112633.0', 'Transcript_25433.0', 'Transcript_257973.0', 'Transcript_260133.0', 'Transcript_60362.0']
GO:0031410	CC	5	6119	5	3.9086190088369075	4.3341098865935626e-26	5	cytoplasmic vesicle	['Transcript_112633.0', 'Transcript_25433.0', 'Transcript_257973.0', 'Transcript_260133.0', 'Transcript_60362.0']
GO:0099080	CC	6	6900	2	3.8188850657212496	3.8511821581625656e-29	6	supramolecular complex	['Transcript_103374.0', 'Transcript_198094.0', 'Transcript_256468.0', 'Transcript_273657.0', 'Transcript_41209.0', 'Transcript_42004.0']
GO:1902494	CC	7	6852	2	3.5864214339159073	9.750546629043545e-28	7	catalytic complex	['Transcript_100271.0', 'Transcript_104208.0', 'Transcript_110387.0', 'Transcript_21836.0', 'Transcript_268390.0', 'Transcript_42004.0', 'Transcript_50047.0']
GO:1990234	CC	5	4675	3	3.5202894746645113	1.754786551663279e-18	5	transferase complex	['Transcript_100271.0', 'Transcript_110387.0', 'Transcript_21836.0', 'Transcript_42004.0', 'Transcript_50047.0']
GO:0005856	CC	10	7146	5	3.13245902358742	2.665374421611486e-26	10	cytoskeleton	['Transcript_110387.0', 'Transcript_16685.0', 'Transcript_198094.0', 'Transcript_203424.0', 'Transcript_262971.0', 'Transcript_273657.0', 'Transcript_33324.0', 'Transcript_42004.0', 'Transcript_47028.0', 'Transcript_60206.0']
GO:0015630	CC	8	5346	6	3.035711042132591	4.0715294090985275e-19	8	microtubule cytoskeleton	['Transcript_110387.0', 'Transcript_198094.0', 'Transcript_203424.0', 'Transcript_262971.0', 'Transcript_273657.0', 'Transcript_33324.0', 'Transcript_47028.0', 'Transcript_60206.0']
GO:0015629	CC	3	1661	6	2.7643407771307325	2.174636253222298e-05	3	actin cytoskeleton	['Transcript_110387.0', 'Transcript_16685.0', 'Transcript_42004.0']
GO:0005815	CC	3	1638	2	2.744224060809365	2.0984852765495975e-05	3	microtubule organizing center	['Transcript_110387.0', 'Transcript_198094.0', 'Transcript_262971.0']
GO:0043232	CC	21	10591	4	2.6297006913850933	5.143068304251527e-35	21	intracellular non-membrane-bounded organelle	['Transcript_103374.0', 'Transcript_110387.0', 'Transcript_117779.0', 'Transcript_148836.0', 'Transcript_16685.0', 'Transcript_198094.0', 'Transcript_203424.0', 'Transcript_207544.0', 'Transcript_21836.0', 'Transcript_250052.0', 'Transcript_256468.0', 'Transcript_262971.0', 'Transcript_273657.0', 'Transcript_33324.0', 'Transcript_41209.0', 'Transcript_42004.0', 'Transcript_47028.0', 'Transcript_60206.0', 'Transcript_7263.0', 'Transcript_89440.0', 'Transcript_91293.0']
GO:0043228	CC	21	10591	3	2.6297006913850933	5.143068304251527e-35	21	non-membrane-bounded organelle	['Transcript_103374.0', 'Transcript_110387.0', 'Transcript_117779.0', 'Transcript_148836.0', 'Transcript_16685.0', 'Transcript_198094.0', 'Transcript_203424.0', 'Transcript_207544.0', 'Transcript_21836.0', 'Transcript_250052.0', 'Transcript_256468.0', 'Transcript_262971.0', 'Transcript_273657.0', 'Transcript_33324.0', 'Transcript_41209.0', 'Transcript_42004.0', 'Transcript_47028.0', 'Transcript_60206.0', 'Transcript_7263.0', 'Transcript_89440.0', 'Transcript_91293.0']
GO:0009986	CC	3	1461	2	2.5792448819718548	0.00015181727325049325	3	cell surface	['Transcript_101038.0', 'Transcript_119619.0', 'Transcript_22362.0']
GO:0031975	CC	5	2026	2	2.3139572838032882	1.4895239219162654e-05	5	envelope	['Transcript_101039.0', 'Transcript_110387.0', 'Transcript_21836.0', 'Transcript_235006.0', 'Transcript_268390.0']
