go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0009059	BP	12	6833	4	2.790830053086541	1.6853590560625633e-22	12	macromolecule biosynthetic process	['Transcript_10670.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0050794	BP	36	20436	3	2.786389361290446	8.515710266036003e-80	36	regulation of cellular process	['Transcript_102519.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_123380.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19643.0', 'Transcript_19653.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_287530.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_5147.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0055086	BP	5	2838	3	2.786219921506248	2.2763098706715714e-09	5	nucleobase-containing small molecule metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0006753	BP	5	2813	4	2.773454884760397	3.2526798885498578e-09	5	nucleoside phosphate metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0009653	BP	20	11176	2	2.76367735285516	1.973982009340683e-38	20	anatomical structure morphogenesis	['Transcript_102519.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_211997.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_37075.0', 'Transcript_48093.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0048519	BP	18	9980	3	2.75238824111537	1.0814533625527338e-33	18	negative regulation of biological process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_5147.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0009117	BP	5	2765	5	2.7486248125677664	6.9615767792131635e-09	5	nucleotide metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0016569	BP	3	1653	5	2.743397650904217	1.9221179109315532e-05	3	covalent chromatin modification	['Transcript_12601.0', 'Transcript_185711.0', 'Transcript_213447.0']
GO:0043067	BP	3	1653	5	2.743397650904217	1.9221179109315532e-05	3	regulation of programmed cell death	['Transcript_212947.0', 'Transcript_287530.0', 'Transcript_8966.0']
GO:0016570	BP	3	1651	6	2.7416510465251616	1.9221179109315532e-05	3	histone modification	['Transcript_12601.0', 'Transcript_185711.0', 'Transcript_213447.0']
GO:0042981	BP	3	1646	6	2.737275262033529	2.832539659571651e-05	3	regulation of apoptotic process	['Transcript_212947.0', 'Transcript_287530.0', 'Transcript_8966.0']
GO:0009628	BP	5	2743	2	2.7370999542939747	6.6592507023379945e-09	5	response to abiotic stimulus	['Transcript_11892.0', 'Transcript_188599.0', 'Transcript_207314.0', 'Transcript_236739.0', 'Transcript_277684.0']
GO:0050789	BP	39	21352	2	2.7341705136127774	3.5558326679611425e-83	39	regulation of biological process	['Transcript_102519.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_123380.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19643.0', 'Transcript_19653.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_236739.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_287530.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_5147.0', 'Transcript_67747.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0051234	BP	19	10364	2	2.7288549290695685	6.645338673071479e-35	19	establishment of localization	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_22207.0', 'Transcript_236739.0', 'Transcript_241184.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_86125.0', 'Transcript_8966.0']
GO:1901362	BP	9	4902	4	2.7267189097575866	1.2552628473240739e-15	9	organic cyclic compound biosynthetic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_207314.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0061061	BP	4	2173	3	2.722961601514342	6.474126414325823e-07	4	muscle structure development	['Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_241184.0']
GO:0072521	BP	5	2716	4	2.722828811690429	9.506929653103797e-09	5	purine-containing compound metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0006163	BP	5	2709	5	2.7191057256477116	9.484171182424386e-09	5	purine nucleotide metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:1901566	BP	12	6445	4	2.7064912848609164	1.1315842904071306e-20	12	organonitrogen compound biosynthetic process	['Transcript_10670.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0021884	BP	4	51	6	2.6900855156954453	0.01209583180748773	4	forebrain neuron development	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0019438	BP	9	4746	4	2.680060526084695	5.052936467125133e-15	9	aromatic compound biosynthetic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_207314.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0007398	BP	4	2097	4	2.671600288429652	1.2513673905057643e-06	4	ectoderm development	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0', 'Transcript_5147.0']
GO:0007018	BP	7	3668	3	2.6709121438705097	1.1705975666992656e-11	7	microtubule-based movement	['Transcript_116851.0', 'Transcript_18281.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_48093.0']
GO:0044282	BP	5	2613	3	2.6670524567657177	2.728980413990136e-08	5	small molecule catabolic process	['Transcript_101038.0', 'Transcript_116851.0', 'Transcript_285446.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0006974	BP	8	4164	4	2.6612434956324766	5.150652002147218e-13	8	cellular response to DNA damage stimulus	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_212947.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0061564	BP	10	5167	7	2.650672215870557	4.0492101416547903e-16	10	axon development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0048880	BP	7	3611	4	2.6483169252240955	2.375298833454172e-11	7	sensory system development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_21585.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:1901565	BP	7	3581	4	2.6362810235959797	3.384235717724431e-11	7	organonitrogen compound catabolic process	['Transcript_101038.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_211621.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0006325	BP	5	2520	4	2.6147690658329754	7.796091561197123e-08	5	chromatin organization	['Transcript_12601.0', 'Transcript_185711.0', 'Transcript_213447.0', 'Transcript_268558.0', 'Transcript_277684.0']
GO:0033036	BP	13	6536	2	2.6112416923376505	2.2938303855200114e-20	13	macromolecule localization	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0070727	BP	8	3946	3	2.583664383056618	3.912784732633711e-12	8	cellular macromolecule localization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0']
GO:0034613	BP	8	3946	4	2.583664383056618	3.912784732633711e-12	8	cellular protein localization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0']
GO:0021879	BP	4	55	6	2.5811511441422814	0.015504800647945984	4	forebrain neuron differentiation	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:1901360	BP	23	11198	3	2.5648806509890387	5.4085871792987606e-36	23	organic cyclic compound metabolic process	['Transcript_101038.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0006725	BP	23	11056	3	2.5464690866643047	2.9424787190943473e-35	23	cellular aromatic compound metabolic process	['Transcript_101038.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0060322	BP	9	4252	3	2.521490022421852	9.174699592303557e-13	9	head development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_19329.0', 'Transcript_19653.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0051649	BP	11	5186	3	2.5184640145490564	1.5813271519725182e-15	11	establishment of localization in cell	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_22207.0', 'Transcript_236739.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0044271	BP	11	5128	4	2.5022380703145033	3.2664759504843027e-15	11	cellular nitrogen compound biosynthetic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0035239	BP	5	2325	3	2.498576048328453	6.131344394666307e-07	5	tube morphogenesis	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0007420	BP	9	4155	4	2.488196902548454	2.696508178195839e-12	9	brain development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_19329.0', 'Transcript_19653.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0008104	BP	12	5537	3	2.487415448142299	2.504172102303385e-16	12	protein localization	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0046483	BP	22	10080	3	2.4772655420830407	7.100070116736098e-31	22	heterocycle metabolic process	['Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0046907	BP	9	4123	3	2.477042886778812	3.789596873404776e-12	9	intracellular transport	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0006139	BP	22	10060	3	2.4744002083886514	7.100070116736098e-31	22	nucleobase-containing compound metabolic process	['Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0009058	BP	19	8625	2	2.46387037032973	5.762173421673376e-26	19	biosynthetic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:1901576	BP	19	8612	3	2.4616942330567078	8.690410055298742e-26	19	organic substance biosynthetic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0000956	BP	4	60	7	2.4556202620584218	0.02083173739472744	4	nuclear-transcribed mRNA catabolic process	['Transcript_133708.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0']
GO:0048468	BP	10	4486	3	2.4467749525319693	4.5279995977174294e-13	10	cell development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_18460.0', 'Transcript_196303.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0051640	BP	8	3586	3	2.445648915201434	1.9017514520283432e-10	8	organelle localization	['Transcript_116851.0', 'Transcript_18281.0', 'Transcript_212947.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0044249	BP	19	8410	3	2.4274517140319807	9.545914270104424e-25	19	cellular biosynthetic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0016070	BP	14	6170	5	2.4211889943122356	7.842979490669606e-18	14	RNA metabolic process	['Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0071702	BP	13	5668	4	2.4056734671099855	3.1716855718407427e-16	13	organic substance transport	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_241184.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0043170	BP	33	14221	3	2.3888303192616647	2.628843269698128e-44	33	macromolecule metabolic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0043436	BP	8	3367	4	2.3547371481607056	2.175340826925646e-09	8	oxoacid metabolic process	['Transcript_101038.0', 'Transcript_142907.0', 'Transcript_187368.0', 'Transcript_21915.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0006082	BP	8	3367	3	2.3547371481607056	2.175340826925646e-09	8	organic acid metabolic process	['Transcript_101038.0', 'Transcript_142907.0', 'Transcript_187368.0', 'Transcript_21915.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0019752	BP	8	3366	5	2.3543086036630085	2.175340826925646e-09	8	carboxylic acid metabolic process	['Transcript_101038.0', 'Transcript_142907.0', 'Transcript_187368.0', 'Transcript_21915.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0018130	BP	9	3777	4	2.35058920933092	1.2322536404947084e-10	9	heterocycle biosynthetic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_207314.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0034654	BP	9	3763	4	2.3452317149586284	1.7956429044139108e-10	9	nucleobase-containing compound biosynthetic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_207314.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0034641	BP	26	10816	3	2.3379288604741517	1.2180902897094659e-31	26	cellular nitrogen compound metabolic process	['Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_40953.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0044238	BP	42	17469	2	2.3376811237102753	1.363218796457807e-55	42	primary metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_48093.0', 'Transcript_58099.0', 'Transcript_68467.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_86125.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0120036	BP	16	6643	5	2.335108341411773	1.4308972623380742e-18	16	plasma membrane bounded cell projection organization	['Transcript_102519.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0071704	BP	44	18234	2	2.3324009839392126	2.120142577264581e-58	44	organic substance metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_40953.0', 'Transcript_48093.0', 'Transcript_58099.0', 'Transcript_68467.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_86125.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0030030	BP	17	6985	4	2.3200707013795454	1.920880707135008e-19	17	cell projection organization	['Transcript_102519.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_99859.0']
GO:0065009	BP	10	4094	2	2.3148564344691076	2.8666754710200788e-11	10	regulation of molecular function	['Transcript_102519.0', 'Transcript_198025.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0030900	BP	6	2443	3	2.3069647898791596	1.1834399971897471e-06	6	forebrain development	['Transcript_102519.0', 'Transcript_19329.0', 'Transcript_19653.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0006464	BP	19	7713	5	2.302638024444286	2.2740372942101483e-21	19	cellular protein modification process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0036211	BP	19	7713	4	2.302638024444286	2.2740372942101483e-21	19	protein modification process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0051093	BP	4	1613	4	2.293019865488702	0.00019328631471110576	4	negative regulation of developmental process	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0051241	BP	4	1604	4	2.2849475687879797	0.00018920362328090157	4	negative regulation of multicellular organismal process	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0006886	BP	9	3599	4	2.2809445278154747	9.976618296716543e-10	9	intracellular protein transport	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0006310	BP	3	1184	5	2.261980007240853	0.002545017915103431	3	DNA recombination	['Transcript_12601.0', 'Transcript_277684.0', 'Transcript_85763.0']
