go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0051241	BP	31	1604	4	1.6914911519551958	1.7119810803927108e-07	31	negative regulation of multicellular organismal process	['Transcript_100228.0', 'Transcript_140027.0', 'Transcript_140434.0', 'Transcript_146061.0', 'Transcript_148837.0', 'Transcript_154410.0', 'Transcript_164793.0', 'Transcript_168010.0', 'Transcript_177074.0', 'Transcript_193002.0', 'Transcript_228864.0', 'Transcript_237373.0', 'Transcript_237862.0', 'Transcript_257167.0', 'Transcript_32081.0', 'Transcript_42835.0', 'Transcript_42942.0', 'Transcript_43675.0', 'Transcript_44325.0', 'Transcript_48156.0', 'Transcript_52995.0', 'Transcript_58493.0', 'Transcript_61462.0', 'Transcript_66503.0', 'Transcript_71058.0', 'Transcript_74600.0', 'Transcript_77337.0', 'Transcript_79197.0', 'Transcript_80840.0', 'Transcript_84994.0', 'Transcript_90220.0']
GO:0007265	BP	12	6461	5	1.6878259909589814	2.5961848795949107e-06	12	Ras protein signal transduction	['Transcript_195942.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_270318.0', 'Transcript_34007.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0']
GO:0051093	BP	31	1613	4	1.6834188552544735	1.8955263842280127e-07	31	negative regulation of developmental process	['Transcript_100228.0', 'Transcript_140027.0', 'Transcript_140434.0', 'Transcript_146061.0', 'Transcript_148837.0', 'Transcript_154410.0', 'Transcript_164793.0', 'Transcript_168010.0', 'Transcript_177074.0', 'Transcript_193002.0', 'Transcript_228864.0', 'Transcript_237373.0', 'Transcript_237862.0', 'Transcript_257167.0', 'Transcript_32081.0', 'Transcript_42835.0', 'Transcript_42942.0', 'Transcript_43675.0', 'Transcript_44325.0', 'Transcript_48156.0', 'Transcript_52995.0', 'Transcript_58493.0', 'Transcript_61462.0', 'Transcript_66503.0', 'Transcript_71058.0', 'Transcript_74600.0', 'Transcript_77337.0', 'Transcript_79197.0', 'Transcript_80840.0', 'Transcript_84994.0', 'Transcript_90220.0']
GO:0023051	BP	21	11180	3	1.6715618769285512	6.423814429140958e-11	21	regulation of signaling	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_195942.0', 'Transcript_225184.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_257167.0', 'Transcript_257948.0', 'Transcript_270318.0', 'Transcript_31608.0', 'Transcript_34007.0', 'Transcript_34277.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0']
GO:0010646	BP	21	11179	4	1.6714328286668354	6.423814429140958e-11	21	regulation of cell communication	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_195942.0', 'Transcript_225184.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_257167.0', 'Transcript_257948.0', 'Transcript_270318.0', 'Transcript_31608.0', 'Transcript_34007.0', 'Transcript_34277.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0']
GO:1901135	BP	9	4782	3	1.6687201452460745	0.000133274526739541	9	carbohydrate derivative metabolic process	['Transcript_174870.0', 'Transcript_267521.0', 'Transcript_45039.0', 'Transcript_54648.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_83717.0', 'Transcript_91097.0', 'Transcript_99813.0']
GO:0044238	BP	33	17469	2	1.663362016774282	2.2996481105739965e-18	33	primary metabolic process	['Transcript_101995.0', 'Transcript_116902.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_174870.0', 'Transcript_199944.0', 'Transcript_20276.0', 'Transcript_214496.0', 'Transcript_231511.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_258684.0', 'Transcript_266508.0', 'Transcript_267521.0', 'Transcript_27013.0', 'Transcript_30189.0', 'Transcript_31669.0', 'Transcript_34277.0', 'Transcript_45039.0', 'Transcript_46382.0', 'Transcript_54648.0', 'Transcript_55624.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_60808.0', 'Transcript_61695.0', 'Transcript_68583.0', 'Transcript_83717.0', 'Transcript_91097.0', 'Transcript_98183.0', 'Transcript_99813.0']
GO:0007264	BP	13	6758	4	1.6371876489994686	2.01169194648536e-06	13	small GTPase mediated signal transduction	['Transcript_195942.0', 'Transcript_225184.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_270318.0', 'Transcript_34007.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0']
GO:0030855	BP	6	3108	4	1.632055019663313	0.006019151239825054	6	epithelial cell differentiation	['Transcript_191098.0', 'Transcript_233035.0', 'Transcript_257948.0', 'Transcript_34277.0', 'Transcript_76993.0', 'Transcript_96470.0']
GO:0071704	BP	36	18234	2	1.5996651907778972	1.4397315142942004e-18	36	organic substance metabolic process	['Transcript_101995.0', 'Transcript_116902.0', 'Transcript_130021.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_174870.0', 'Transcript_199944.0', 'Transcript_20276.0', 'Transcript_214496.0', 'Transcript_231511.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_258684.0', 'Transcript_266508.0', 'Transcript_267521.0', 'Transcript_27013.0', 'Transcript_30189.0', 'Transcript_31669.0', 'Transcript_34277.0', 'Transcript_45039.0', 'Transcript_46382.0', 'Transcript_46586.0', 'Transcript_54648.0', 'Transcript_55624.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_60808.0', 'Transcript_61695.0', 'Transcript_68583.0', 'Transcript_83717.0', 'Transcript_84481.0', 'Transcript_91097.0', 'Transcript_98183.0', 'Transcript_99813.0']
GO:0015672	BP	5	2531	6	1.5988104292000807	0.024680624333642643	5	monovalent inorganic cation transport	['Transcript_165407.0', 'Transcript_228604.0', 'Transcript_230834.0', 'Transcript_266508.0', 'Transcript_269791.0']
GO:0033036	BP	13	6536	2	1.5889992819813503	6.351920096750205e-06	13	macromolecule localization	['Transcript_101995.0', 'Transcript_137150.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_199944.0', 'Transcript_214496.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_30189.0', 'Transcript_34277.0', 'Transcript_46382.0', 'Transcript_55624.0', 'Transcript_61695.0']
GO:0097435	BP	14	780	4	1.5847778763312346	0.001779206527050906	14	supramolecular fiber organization	['Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_244324.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0051641	BP	13	6513	2	1.5839135251719674	6.235081822372494e-06	13	cellular localization	['Transcript_101995.0', 'Transcript_137150.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_199944.0', 'Transcript_214496.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_30189.0', 'Transcript_34277.0', 'Transcript_46382.0', 'Transcript_55624.0', 'Transcript_61695.0']
GO:0009100	BP	9	4420	4	1.5551523848132405	0.000608899850091956	9	glycoprotein metabolic process	['Transcript_174870.0', 'Transcript_267521.0', 'Transcript_45039.0', 'Transcript_54648.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_83717.0', 'Transcript_91097.0', 'Transcript_99813.0']
GO:0007368	BP	17	971	5	1.5488886238543882	0.0005898228107642407	17	determination of left/right symmetry	['Transcript_101995.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_195942.0', 'Transcript_199944.0', 'Transcript_214496.0', 'Transcript_229378.0', 'Transcript_232549.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_30189.0', 'Transcript_34277.0', 'Transcript_46382.0', 'Transcript_55624.0', 'Transcript_59260.0', 'Transcript_61695.0', 'Transcript_79442.0']
GO:0090596	BP	7	3418	4	1.5468284915952941	0.004570377735851289	7	sensory organ morphogenesis	['Transcript_230834.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_269791.0', 'Transcript_34277.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:1901137	BP	9	4382	4	1.5426954995246691	0.0008361218419679354	9	carbohydrate derivative biosynthetic process	['Transcript_174870.0', 'Transcript_267521.0', 'Transcript_45039.0', 'Transcript_54648.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_83717.0', 'Transcript_91097.0', 'Transcript_99813.0']
GO:0048583	BP	22	10622	3	1.5305829274322869	2.575794360069364e-09	22	regulation of response to stimulus	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_195942.0', 'Transcript_225184.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_257167.0', 'Transcript_257948.0', 'Transcript_270318.0', 'Transcript_31608.0', 'Transcript_34007.0', 'Transcript_34277.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0', 'Transcript_98183.0']
GO:0005104	MF	30	83	5	5.916604432284835	1.3569317020922315e-42	30	fibroblast growth factor receptor binding	['Transcript_100228.0', 'Transcript_140027.0', 'Transcript_140434.0', 'Transcript_146061.0', 'Transcript_148837.0', 'Transcript_154410.0', 'Transcript_164793.0', 'Transcript_168010.0', 'Transcript_177074.0', 'Transcript_193002.0', 'Transcript_228864.0', 'Transcript_237373.0', 'Transcript_237862.0', 'Transcript_32081.0', 'Transcript_42835.0', 'Transcript_42942.0', 'Transcript_43675.0', 'Transcript_44325.0', 'Transcript_48156.0', 'Transcript_52995.0', 'Transcript_58493.0', 'Transcript_61462.0', 'Transcript_66503.0', 'Transcript_71058.0', 'Transcript_74600.0', 'Transcript_77337.0', 'Transcript_79197.0', 'Transcript_80840.0', 'Transcript_84994.0', 'Transcript_90220.0']
GO:0070851	MF	31	114	4	5.5060595642453745	7.146927224612475e-40	31	growth factor receptor binding	['Transcript_100228.0', 'Transcript_112853.0', 'Transcript_140027.0', 'Transcript_140434.0', 'Transcript_146061.0', 'Transcript_148837.0', 'Transcript_154410.0', 'Transcript_164793.0', 'Transcript_168010.0', 'Transcript_177074.0', 'Transcript_193002.0', 'Transcript_228864.0', 'Transcript_237373.0', 'Transcript_237862.0', 'Transcript_32081.0', 'Transcript_42835.0', 'Transcript_42942.0', 'Transcript_43675.0', 'Transcript_44325.0', 'Transcript_48156.0', 'Transcript_52995.0', 'Transcript_58493.0', 'Transcript_61462.0', 'Transcript_66503.0', 'Transcript_71058.0', 'Transcript_74600.0', 'Transcript_77337.0', 'Transcript_79197.0', 'Transcript_80840.0', 'Transcript_84994.0', 'Transcript_90220.0']
GO:0030676	MF	7	27	5	5.437220687917377	3.73052184131739e-09	7	Rac guanyl-nucleotide exchange factor activity	['Transcript_231299.0', 'Transcript_270318.0', 'Transcript_34007.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_75708.0', 'Transcript_88672.0']
GO:0034483	MF	9	40	5	5.232750174578191	5.1116093523601024e-11	9	heparan sulfate sulfotransferase activity	['Transcript_174870.0', 'Transcript_267521.0', 'Transcript_45039.0', 'Transcript_54648.0', 'Transcript_57345.0', 'Transcript_58309.0', 'Transcript_83717.0', 'Transcript_91097.0', 'Transcript_99813.0']
GO:0008307	MF	13	60	2	5.178302390555815	1.4468750338198054e-15	13	structural constituent of muscle	['Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0042805	MF	13	79	4	4.78141223798723	5.959464760379313e-14	13	actinin binding	['Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0003700	MF	3	10897	2	4.441927619124684	7.0797707857363575e-25	3	DNA-binding transcription factor activity	['Transcript_112853.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0000981	MF	3	10897	3	4.441927619124684	7.0797707857363575e-25	3	DNA-binding transcription factor activity, RNA polymerase II-specific	['Transcript_112853.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0031543	MF	5	41	3	4.34912935829252	2.9204607773931372e-05	5	peptidyl-proline dioxygenase activity	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0019798	MF	5	41	4	4.34912935829252	2.9204607773931372e-05	5	procollagen-proline dioxygenase activity	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0031418	MF	5	41	4	4.34912935829252	2.9204607773931372e-05	5	L-ascorbic acid binding	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0038023	MF	4	10789	2	4.01252026347926	1.6285133516341873e-23	4	signaling receptor activity	['Transcript_112853.0', 'Transcript_130021.0', 'Transcript_211385.0', 'Transcript_36245.0']
GO:0004888	MF	4	9692	3	3.8578254214281054	2.092099691815564e-20	4	transmembrane signaling receptor activity	['Transcript_112853.0', 'Transcript_130021.0', 'Transcript_211385.0', 'Transcript_36245.0']
GO:0015318	MF	3	7196	3	3.8432637025070857	1.654754328023004e-14	3	inorganic molecular entity transmembrane transporter activity	['Transcript_189221.0', 'Transcript_36245.0', 'Transcript_76950.0']
GO:0015075	MF	3	7192	3	3.8424615367700503	1.654754328023004e-14	3	ion transmembrane transporter activity	['Transcript_189221.0', 'Transcript_36245.0', 'Transcript_76950.0']
GO:0003677	MF	5	11799	4	3.819695608753464	4.752856490537582e-25	5	DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0043565	MF	5	11659	5	3.802475069593245	9.206345330829983e-25	5	sequence-specific DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0003690	MF	5	11608	5	3.7961504411561413	1.290358420081952e-24	5	double-stranded DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:1990837	MF	5	11587	6	3.7935381019333247	1.290358420081952e-24	5	sequence-specific double-stranded DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0001067	MF	5	11551	4	3.7890487715347385	1.7635225781156457e-24	5	regulatory region nucleic acid binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0000976	MF	5	11551	5	3.7890487715347385	1.7635225781156457e-24	5	transcription regulatory region sequence-specific DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0000977	MF	5	11523	6	3.785547386341618	1.7635225781156457e-24	5	RNA polymerase II transcription regulatory region sequence-specific DNA binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0003676	MF	6	13651	3	3.767003250023257	2.2188600497222926e-29	6	nucleic acid binding	['Transcript_112853.0', 'Transcript_191098.0', 'Transcript_257167.0', 'Transcript_261515.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0005243	MF	5	65	6	3.684313549882149	0.00027283893979450585	5	gap junction channel activity	['Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:0048029	MF	5	69	3	3.5981569061324343	0.00035690159464239367	5	monosaccharide binding	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0005216	MF	3	5951	4	3.5692006337197153	2.6581503460572325e-11	3	ion channel activity	['Transcript_189221.0', 'Transcript_36245.0', 'Transcript_76950.0']
GO:0016301	MF	3	5166	4	3.365116159373603	2.8563126699380154e-09	3	kinase activity	['Transcript_20276.0', 'Transcript_211385.0', 'Transcript_258684.0']
GO:0016773	MF	3	5097	4	3.3457168691609795	3.73052184131739e-09	3	phosphotransferase activity, alcohol group as acceptor	['Transcript_20276.0', 'Transcript_211385.0', 'Transcript_258684.0']
GO:0097159	MF	9	14997	2	3.317708042939126	5.9463040853258145e-30	9	organic cyclic compound binding	['Transcript_112853.0', 'Transcript_130021.0', 'Transcript_191098.0', 'Transcript_225184.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_261515.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:1901363	MF	9	14709	2	3.2897332775412886	3.32380727911923e-29	9	heterocyclic compound binding	['Transcript_112853.0', 'Transcript_130021.0', 'Transcript_191098.0', 'Transcript_225184.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_261515.0', 'Transcript_31608.0', 'Transcript_31669.0']
GO:0022829	MF	5	113	5	2.8865024004954156	0.003376746101387233	5	wide pore channel activity	['Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:1901265	MF	3	3457	3	2.785589119518002	1.3264333254819194e-05	3	nucleoside phosphate binding	['Transcript_130021.0', 'Transcript_225184.0', 'Transcript_258684.0']
GO:0000166	MF	3	3457	3	2.785589119518002	1.3264333254819194e-05	3	nucleotide binding	['Transcript_130021.0', 'Transcript_225184.0', 'Transcript_258684.0']
GO:0016772	MF	5	5419	3	2.6971295688754258	2.3222148817747023e-08	5	transferase activity, transferring phosphorus-containing groups	['Transcript_20276.0', 'Transcript_211385.0', 'Transcript_258684.0', 'Transcript_27013.0', 'Transcript_68583.0']
GO:0048365	MF	7	190	8	2.622252581749897	0.0008979139988640625	7	Rac GTPase binding	['Transcript_231299.0', 'Transcript_270318.0', 'Transcript_34007.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_75708.0', 'Transcript_88672.0']
GO:0022857	MF	8	7429	2	2.474199042727697	1.1200487290753541e-10	8	transmembrane transporter activity	['Transcript_189221.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_36245.0', 'Transcript_43910.0', 'Transcript_76950.0', 'Transcript_98532.0']
GO:0016817	MF	6	5302	3	2.402605186122862	2.0439105297368822e-07	6	hydrolase activity, acting on acid anhydrides	['Transcript_1140.0', 'Transcript_225184.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_269791.0']
GO:0016818	MF	6	5302	4	2.402605186122862	2.0439105297368822e-07	6	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	['Transcript_1140.0', 'Transcript_225184.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_269791.0']
GO:0016462	MF	6	5302	5	2.402605186122862	2.0439105297368822e-07	6	pyrophosphatase activity	['Transcript_1140.0', 'Transcript_225184.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_269791.0']
GO:0017111	MF	6	5272	6	2.394418886263655	2.0439105297368822e-07	6	nucleoside-triphosphatase activity	['Transcript_1140.0', 'Transcript_225184.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_269791.0']
GO:0016787	MF	15	12039	2	2.2637840778693925	8.202453843442159e-17	15	hydrolase activity	['Transcript_112853.0', 'Transcript_1140.0', 'Transcript_165407.0', 'Transcript_225184.0', 'Transcript_228604.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_260030.0', 'Transcript_261515.0', 'Transcript_266508.0', 'Transcript_269791.0', 'Transcript_34277.0']
GO:0005506	MF	5	180	6	2.2148282665809287	0.022464991313597586	5	iron ion binding	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0015267	MF	8	6092	4	2.187946958464051	8.855612088716177e-08	8	channel activity	['Transcript_189221.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_36245.0', 'Transcript_43910.0', 'Transcript_76950.0', 'Transcript_98532.0']
GO:0022803	MF	8	6092	3	2.187946958464051	8.855612088716177e-08	8	passive transmembrane transporter activity	['Transcript_189221.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_36245.0', 'Transcript_43910.0', 'Transcript_76950.0', 'Transcript_98532.0']
GO:0030246	MF	6	226	2	2.1495368063292095	0.012560818624616684	6	carbohydrate binding	['Transcript_102585.0', 'Transcript_112853.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0036094	MF	9	6286	2	2.063248287333198	1.3423533387830032e-07	9	small molecule binding	['Transcript_102585.0', 'Transcript_130021.0', 'Transcript_143340.0', 'Transcript_225184.0', 'Transcript_255061.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0003924	MF	6	4049	7	2.0136341589320605	7.031553171915846e-05	6	GTPase activity	['Transcript_1140.0', 'Transcript_225184.0', 'Transcript_247348.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_269791.0']
GO:0019899	MF	15	9663	3	1.9466115824722119	4.438769044833191e-11	15	enzyme binding	['Transcript_195942.0', 'Transcript_229378.0', 'Transcript_231299.0', 'Transcript_232549.0', 'Transcript_270318.0', 'Transcript_34007.0', 'Transcript_34677.0', 'Transcript_43910.0', 'Transcript_52751.0', 'Transcript_56797.0', 'Transcript_59260.0', 'Transcript_74699.0', 'Transcript_75708.0', 'Transcript_79442.0', 'Transcript_88672.0']
GO:0043168	MF	10	6253	3	1.9036514390005306	6.759382730823337e-07	10	anion binding	['Transcript_102585.0', 'Transcript_1140.0', 'Transcript_130021.0', 'Transcript_143340.0', 'Transcript_225184.0', 'Transcript_255061.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_27692.0', 'Transcript_83712.0']
GO:0046914	MF	7	325	5	1.8478122821650285	0.01745431550470885	7	transition metal ion binding	['Transcript_102585.0', 'Transcript_143340.0', 'Transcript_255061.0', 'Transcript_27692.0', 'Transcript_46586.0', 'Transcript_83712.0', 'Transcript_84481.0']
GO:0043167	MF	12	6781	2	1.7575665604677913	5.332863494397662e-07	12	ion binding	['Transcript_102585.0', 'Transcript_1140.0', 'Transcript_130021.0', 'Transcript_143340.0', 'Transcript_225184.0', 'Transcript_255061.0', 'Transcript_257167.0', 'Transcript_258684.0', 'Transcript_27692.0', 'Transcript_46586.0', 'Transcript_83712.0', 'Transcript_84481.0']
GO:0016788	MF	7	3802	3	1.7004346265677068	0.0009960978267199527	7	hydrolase activity, acting on ester bonds	['Transcript_165407.0', 'Transcript_225184.0', 'Transcript_228604.0', 'Transcript_234849.0', 'Transcript_235310.0', 'Transcript_260030.0', 'Transcript_266508.0']
GO:0005516	MF	11	624	3	1.55878266779829	0.007711278906609687	11	calmodulin binding	['Transcript_101995.0', 'Transcript_149184.0', 'Transcript_163470.0', 'Transcript_199944.0', 'Transcript_214496.0', 'Transcript_239184.0', 'Transcript_245269.0', 'Transcript_30189.0', 'Transcript_46382.0', 'Transcript_55624.0', 'Transcript_61695.0']
GO:0030018	CC	14	201	2	3.5410564989019164	1.1184339659586682e-09	14	Z disc	['Transcript_100840.0', 'Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0042995	CC	5	9364	2	3.4862278562014097	4.897881199303664e-18	5	cell projection	['Transcript_1140.0', 'Transcript_196906.0', 'Transcript_233853.0', 'Transcript_257761.0', 'Transcript_36245.0']
GO:0120025	CC	5	9364	3	3.4862278562014097	4.897881199303664e-18	5	plasma membrane bounded cell projection	['Transcript_1140.0', 'Transcript_196906.0', 'Transcript_233853.0', 'Transcript_257761.0', 'Transcript_36245.0']
GO:0043005	CC	4	7361	4	3.4609327879538236	1.496147774885692e-13	4	neuron projection	['Transcript_1140.0', 'Transcript_196906.0', 'Transcript_257761.0', 'Transcript_36245.0']
GO:0031674	CC	15	253	2	3.3086502889374496	1.9923912518100163e-09	15	I band	['Transcript_100840.0', 'Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_258783.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0005922	CC	5	89	4	3.2309479319442054	0.0014144600214768264	5	connexin complex	['Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:0030424	CC	3	3949	5	2.9775558837159513	1.6897435779615032e-06	3	axon	['Transcript_1140.0', 'Transcript_196906.0', 'Transcript_257761.0']
GO:0030016	CC	15	325	6	2.9473479557159425	3.714807147634198e-08	15	myofibril	['Transcript_100840.0', 'Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_258783.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0030017	CC	15	325	2	2.9473479557159425	3.714807147634198e-08	15	sarcomere	['Transcript_100840.0', 'Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_258783.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0043292	CC	15	331	5	2.920956456824542	4.57079353332599e-08	15	contractile fiber	['Transcript_100840.0', 'Transcript_154811.0', 'Transcript_199810.0', 'Transcript_199838.0', 'Transcript_232582.0', 'Transcript_238953.0', 'Transcript_258783.0', 'Transcript_27842.0', 'Transcript_32938.0', 'Transcript_41286.0', 'Transcript_4363.0', 'Transcript_54676.0', 'Transcript_79196.0', 'Transcript_87159.0', 'Transcript_95379.0']
GO:0030133	CC	3	3787	6	2.9171239371400226	3.2080221577607023e-06	3	transport vesicle	['Transcript_137150.0', 'Transcript_43910.0', 'Transcript_98532.0']
